WGTP,PWGTP,NOC,PERNP,AGEP,CPLT,COW,QTRBIR,SEX,HHL,TEN,RAC1P,SCHL,JWTRNS,ST,
30,30,0,0,81,1,0,3,1,1,1,1,12,0,26,
30,28,0,30000,69,1,1,4,2,1,1,1,19,1,26,
16,15,0,75000,62,1,1,2,1,1,1,1,16,1,26,
16,18,0,4200,63,1,1,4,2,1,1,1,18,0,26,
14,13,0,18200,60,0,1,2,1,1,3,1,19,1,26,
14,5,0,1300,32,0,1,2,2,1,3,1,14,0,26,
113,113,0,9600,52,3,1,1,2,1,1,1,21,1,26,
113,130,0,0,62,3,0,1,1,1,1,1,16,0,26,
282,283,0,0,48,0,0,4,2,1,3,1,19,0,26,
86,86,0,0,69,1,0,3,2,1,1,1,16,0,26,
86,74,0,0,75,1,0,3,1,1,1,1,16,0,26,
40,40,0,91000,58,1,7,1,2,1,1,9,17,1,26,
40,38,0,117000,59,1,7,1,1,1,1,1,16,1,26,
149,149,0,55000,57,0,1,4,1,3,1,1,16,1,26,
149,133,0,40000,22,0,1,1,2,3,1,1,19,0,26,
45,45,0,0,66,0,1,4,1,1,2,1,20,0,26,
45,33,0,0,95,0,0,2,2,1,2,1,19,0,26,
31,31,0,0,69,1,0,2,1,1,2,1,16,0,26,
31,24,0,0,79,1,0,3,2,1,2,1,16,0,26,
76,76,0,13500,51,3,1,2,2,1,1,1,21,0,26,
76,92,0,100000,51,3,1,2,1,1,1,1,19,1,26,
76,76,0,0,58,0,0,3,1,1,1,1,16,0,26,
28,28,2,93000,36,3,1,3,1,2,1,1,20,1,26,
28,34,2,10000,33,3,1,2,2,2,1,1,22,11,26,
28,26,2,-10001,10,3,0,1,1,2,1,1,6,0,26,
28,30,2,-10001,8,3,0,3,2,2,1,1,5,0,26,
28,27,2,-10001,7,3,0,3,1,2,1,1,3,0,26,
60,59,0,0,54,1,1,3,2,1,1,9,21,0,26,
60,81,0,72000,54,1,3,4,1,1,1,9,22,1,26,
27,27,0,61000,60,1,1,4,1,1,2,1,16,1,26,
27,23,0,35000,58,1,1,2,2,1,2,1,16,1,26,
102,102,0,32600,34,0,1,2,2,1,2,1,21,1,26,
80,81,1,50000,42,0,2,1,2,1,1,1,21,1,26,
80,67,1,-10001,8,0,0,1,2,1,1,1,5,0,26,
109,109,3,127000,32,1,1,2,1,1,1,1,21,1,26,
109,118,3,5000,33,1,2,2,2,1,1,1,20,0,26,
109,131,3,-10001,5,1,0,3,2,1,1,1,2,0,26,
109,161,3,-10001,4,1,0,1,2,1,1,1,1,0,26,
109,164,3,-10001,2,1,0,4,2,1,1,1,0,0,26,
49,50,0,0,72,1,0,2,1,1,1,1,16,0,26,
49,64,0,0,73,1,0,2,2,1,1,1,15,0,26,
49,50,0,0,52,1,0,4,1,1,1,1,16,0,26,
26,26,0,0,77,0,0,3,1,1,4,1,21,0,26,
73,73,0,0,55,1,2,2,2,1,2,1,21,0,26,
73,66,0,0,70,1,1,4,1,1,2,1,19,0,26,
35,36,1,100000,46,1,1,3,1,1,1,1,16,1,26,
35,23,1,86000,53,1,3,4,2,1,1,1,19,10,26,
35,20,1,-10001,15,1,0,2,1,1,1,1,13,0,26,
100,100,0,50000,57,0,6,1,1,1,1,1,16,1,26,
88,88,0,20800,75,0,2,3,2,1,3,1,19,1,26,
31,31,0,1500,67,0,1,3,2,1,1,1,16,1,26,
24,24,1,30000,33,3,1,2,1,1,1,1,16,1,26,
24,23,1,9280,27,3,1,2,2,1,1,1,16,0,26,
24,28,1,-10001,6,3,0,3,2,1,1,1,2,0,26,
76,77,0,0,80,1,0,3,2,1,2,1,18,0,26,
76,72,0,0,85,1,0,4,1,1,2,1,18,0,26,
275,275,0,0,62,3,0,2,2,1,1,1,19,0,26,
275,257,0,125000,62,3,1,2,1,1,1,1,21,1,26,
77,77,0,4000,54,0,1,3,1,1,3,2,15,12,26,
152,152,0,54000,60,1,1,4,1,1,1,2,21,1,26,
152,121,0,89000,56,1,1,3,2,1,1,2,21,1,26,
33,33,0,95000,45,1,1,4,1,1,2,1,17,1,26,
33,31,0,3000,41,1,1,3,2,1,2,1,17,0,26,
33,58,0,0,32,1,9,1,1,1,2,8,1,0,26,
33,80,0,0,32,1,0,1,2,1,2,8,1,0,26,
73,73,0,0,58,0,0,3,1,1,2,1,19,0,26,
122,123,1,33000,31,1,1,3,2,1,2,1,17,1,26,
122,114,1,65000,34,1,1,4,1,1,2,1,18,1,26,
122,130,1,-10001,0,1,0,1,2,1,2,1,0,0,26,
103,104,0,60000,30,0,1,3,1,1,1,1,19,0,26,
136,136,0,57000,64,1,1,1,2,1,2,1,21,1,26,
136,140,0,110000,64,1,3,4,1,1,2,1,21,11,26,
136,235,0,37800,44,1,1,2,1,1,2,1,21,1,26,
136,147,0,0,18,1,1,2,1,1,2,1,17,0,26,
136,167,0,600,16,1,1,3,1,1,2,1,13,0,26,
136,174,0,-10001,13,1,0,4,1,1,2,1,10,0,26,
136,172,0,-10001,7,1,0,3,1,1,2,1,3,0,26,
136,184,0,0,45,1,0,1,2,1,2,1,20,0,26,
89,89,0,120000,56,0,1,2,2,3,3,1,22,1,26,
138,137,0,0,73,3,0,3,2,1,2,1,20,0,26,
138,143,0,0,71,3,0,2,1,1,2,1,19,0,26,
138,138,0,0,89,1,1,1,1,1,1,8,19,0,26,
138,160,0,0,85,1,0,4,2,1,1,8,19,0,26,
260,260,0,82000,66,0,1,1,1,1,2,1,16,1,26,
22,22,0,0,67,1,0,2,1,1,2,1,16,0,26,
22,25,0,0,68,1,0,4,2,1,2,1,21,0,26,
126,126,0,0,95,0,0,2,1,1,2,1,21,0,26,
85,85,0,1200,59,1,6,3,2,1,1,1,19,11,26,
85,79,0,0,61,1,1,2,1,1,1,1,19,0,26,
159,160,2,34000,34,3,1,1,2,1,1,1,20,1,26,
159,157,2,0,42,3,0,4,1,1,1,1,16,0,26,
159,230,2,230,16,3,1,2,1,1,1,1,12,10,26,
159,230,2,-10001,15,3,0,3,1,1,1,1,12,0,26,
43,43,1,36000,37,0,1,4,1,1,2,1,20,1,26,
43,78,1,-10001,14,0,0,1,1,1,2,9,11,0,26,
110,109,0,5400,26,0,6,1,1,1,2,1,16,1,26,
90,89,1,1700,56,1,2,1,2,1,2,1,21,0,26,
90,84,1,98000,65,1,1,4,1,1,2,1,22,1,26,
90,74,1,-10001,15,1,0,4,1,1,2,1,12,0,26,
168,168,0,36000,58,0,1,1,2,1,1,1,16,1,26,
168,118,0,0,67,0,0,1,2,1,1,1,16,0,26,
168,118,0,0,65,0,1,2,2,1,1,1,13,0,26,
141,141,0,130000,61,1,2,1,1,1,2,1,22,1,26,
141,135,0,12000,61,1,1,2,2,1,2,1,21,1,26,
141,277,0,30000,23,1,2,2,2,1,2,1,21,1,26,
47,47,0,31200,75,0,1,4,2,1,1,1,16,1,26,
66,65,0,0,80,1,0,4,1,1,2,1,20,0,26,
66,73,0,0,76,1,0,2,2,1,2,1,16,0,26,
66,66,0,0,69,0,0,1,1,1,1,1,18,0,26,
40,41,0,0,77,0,0,2,2,1,2,1,18,0,26,
16,16,1,32000,43,1,1,2,2,1,1,1,16,1,26,
16,9,1,70000,49,1,2,3,1,1,1,1,16,1,26,
16,16,1,-10001,9,1,0,2,1,1,1,1,5,0,26,
154,155,0,12000,59,0,1,1,2,1,3,1,16,1,26,
157,157,0,4000,65,1,1,2,1,1,3,2,18,0,26,
157,155,0,0,58,1,0,3,2,1,3,2,14,0,26,
46,47,0,0,70,0,5,2,1,1,1,2,21,0,26,
46,58,0,0,66,0,5,2,1,1,1,2,17,0,26,
92,93,0,61000,63,0,6,1,2,1,1,1,18,1,26,
32,32,0,70000,68,1,6,3,1,1,1,1,21,1,26,
32,27,0,0,68,1,0,2,2,1,1,1,20,0,26,
63,63,1,0,49,1,1,4,2,1,1,1,21,0,26,
63,70,1,0,49,1,4,1,1,1,1,1,21,0,26,
63,2,1,0,23,1,0,4,1,1,1,1,15,0,26,
63,3,1,8000,20,1,1,3,1,1,1,6,16,1,26,
63,2,1,5000,18,1,1,3,2,1,1,6,16,1,26,
63,4,1,-10001,14,1,0,3,2,1,1,6,11,0,26,
85,85,1,70000,56,1,1,2,1,3,1,1,20,1,26,
85,78,1,80000,53,1,2,3,2,3,1,1,21,1,26,
85,114,1,41600,20,1,1,2,1,3,1,8,16,1,26,
85,109,1,-10001,12,1,0,2,2,3,1,1,9,0,26,
85,96,1,50000,79,1,1,2,2,3,1,1,19,1,26,
12,13,0,72000,69,0,3,4,2,1,1,1,20,10,26,
29,29,0,0,73,1,0,1,2,1,2,1,16,0,26,
29,22,0,0,78,1,0,3,1,1,2,1,13,0,26,
29,36,0,25000,52,1,1,2,1,1,2,1,16,1,26,
129,129,0,0,75,0,0,1,2,1,2,1,19,0,26,
163,164,0,43000,64,0,1,1,2,1,2,1,18,1,26,
85,86,0,35000,61,3,1,1,2,1,2,1,18,1,26,
85,88,0,0,73,3,0,4,1,1,2,1,18,0,26,
85,108,0,40000,24,3,1,1,1,1,2,1,16,0,26,
78,79,0,0,70,0,0,2,2,1,3,1,14,0,26,
22,22,0,0,65,1,0,2,1,1,2,1,20,0,26,
22,21,0,0,63,1,0,2,2,1,2,1,16,0,26,
22,36,0,12000,24,1,1,2,1,1,2,1,18,1,26,
81,80,0,0,26,0,4,2,1,4,3,6,20,0,26,
41,40,0,130000,62,1,1,2,1,1,2,9,22,1,26,
41,76,0,0,62,1,1,4,2,1,2,1,16,0,26,
85,86,0,0,74,1,0,4,2,3,2,1,20,0,26,
85,61,0,67000,77,1,7,4,1,3,2,1,23,1,26,
22,23,0,0,62,0,0,1,1,1,1,1,19,0,26,
96,97,0,0,73,1,0,2,1,1,1,1,18,0,26,
96,99,0,0,71,1,1,1,2,1,1,1,18,0,26,
240,241,0,30000,27,0,1,4,1,1,3,2,21,1,26,
19,19,0,99000,66,1,1,4,2,1,1,9,16,1,26,
19,35,0,70000,61,1,1,3,1,1,1,9,19,1,26,
174,175,0,113000,62,0,5,2,2,1,1,1,22,1,26,
81,81,0,0,75,1,0,4,1,1,1,1,19,0,26,
81,75,0,0,74,1,0,2,2,1,1,1,18,0,26,
48,49,2,52000,47,1,3,2,2,1,1,1,22,1,26,
48,50,2,0,44,1,0,3,1,1,1,1,19,0,26,
48,52,2,-10001,9,1,0,4,1,1,1,1,6,0,26,
48,52,2,-10001,5,1,0,2,1,1,1,1,2,0,26,
48,47,1,0,18,3,0,4,2,1,3,1,16,0,26,
48,71,1,30000,19,3,1,1,1,1,3,1,16,1,26,
48,134,1,-10001,0,3,0,1,2,1,3,1,0,0,26,
306,307,0,17000,39,0,1,4,1,5,3,1,17,1,26,
84,84,0,36000,61,1,1,2,2,1,2,1,18,1,26,
84,100,0,8000,67,1,1,4,1,1,2,1,16,1,26,
95,95,2,489000,49,1,7,1,1,1,1,1,22,1,26,
95,96,2,0,46,1,0,1,2,1,1,1,21,0,26,
95,75,2,-10001,11,1,0,2,2,1,1,1,8,0,26,
95,95,2,-10001,7,1,0,4,1,1,1,1,3,0,26,
27,27,0,460,64,0,6,3,2,1,3,1,19,0,26,
27,27,0,72000,28,0,1,4,1,1,3,1,21,1,26,
75,76,0,0,65,1,1,3,1,5,1,1,21,0,26,
75,84,0,0,55,1,0,2,2,5,1,1,19,0,26,
75,127,0,100000,31,1,1,2,1,5,1,1,21,1,26,
75,121,0,0,23,1,0,1,1,5,1,1,21,0,26,
75,74,0,0,86,0,0,2,1,1,2,1,16,0,26,
310,311,2,16500,42,3,1,3,2,1,1,9,19,1,26,
310,161,2,14800,48,3,1,3,1,1,1,1,16,0,26,
310,157,2,7200,17,3,1,1,2,1,1,1,14,1,26,
310,158,2,-10001,15,3,0,3,2,1,1,1,12,0,26,
49,50,0,40000,37,1,2,2,2,1,2,1,22,0,26,
49,46,0,6000,37,1,6,1,1,1,2,1,17,0,26,
27,26,0,0,88,0,0,1,1,1,2,1,21,0,26,
53,53,0,124000,54,1,1,3,2,5,1,1,21,10,26,
53,59,0,200000,54,1,1,1,1,5,1,1,23,1,26,
10,11,0,0,70,0,0,2,2,1,2,1,18,0,26,
114,114,0,0,76,0,0,2,1,1,2,1,19,0,26,
65,65,0,0,75,1,0,1,2,1,2,1,19,0,26,
65,66,0,0,78,1,7,2,1,1,2,1,21,0,26,
18,18,0,0,65,0,0,1,2,1,3,1,16,0,26,
140,139,0,65000,27,1,1,4,2,1,1,1,21,1,26,
140,108,0,100000,27,1,1,3,1,1,1,1,20,1,26,
179,179,0,3900,72,0,1,3,2,1,2,1,18,0,26,
86,86,0,120000,44,0,1,3,2,3,2,1,23,1,26,
86,89,0,0,73,0,0,4,2,3,2,1,22,0,26,
135,135,0,42000,64,1,2,4,1,1,2,1,22,9,26,
135,103,0,25000,65,1,1,2,2,1,2,1,20,1,26,
98,99,0,10000,67,0,1,2,1,1,2,1,21,1,26,
69,68,0,36000,64,1,7,2,1,1,1,1,18,1,26,
69,64,0,80000,63,1,1,1,2,1,1,1,18,1,26,
230,230,0,104000,50,1,3,3,1,1,1,1,19,1,26,
230,185,0,40000,51,1,1,2,2,1,1,1,18,1,26,
132,131,0,4200,57,1,2,4,2,1,1,1,21,1,26,
132,144,0,100000,57,1,7,3,1,1,1,1,23,1,26,
50,50,2,258000,50,1,7,3,2,1,1,1,21,1,26,
50,50,2,258000,51,1,7,2,1,1,1,1,21,1,26,
50,56,2,0,17,1,0,3,1,1,1,1,14,0,26,
50,47,2,-10001,12,1,0,2,1,1,1,1,9,0,26,
115,115,2,18000,44,0,1,3,2,1,1,1,19,1,26,
115,108,2,-10001,15,0,0,3,1,1,1,1,11,0,26,
115,127,2,-10001,10,0,0,2,2,1,1,1,7,0,26,
29,30,3,23000,38,1,2,4,2,1,1,9,20,1,26,
29,89,3,58000,43,1,1,4,1,1,1,1,16,1,26,
29,21,3,-10001,11,1,0,3,2,1,1,9,7,0,26,
29,20,3,-10001,9,1,0,4,1,1,1,9,5,0,26,
29,21,3,-10001,5,1,0,4,1,1,1,9,2,0,26,
77,77,0,0,81,0,0,4,2,1,2,1,16,0,26,
77,74,0,32000,63,0,1,3,1,1,2,1,18,1,26,
26,26,2,55000,40,1,1,3,2,1,1,9,21,1,26,
26,59,2,42000,42,1,1,4,1,1,1,1,21,1,26,
26,64,2,27000,21,1,1,4,1,1,1,1,20,2,26,
26,58,2,13000,20,1,1,4,2,1,1,1,20,1,26,
26,65,2,-10001,6,1,0,4,2,1,1,1,2,0,26,
26,83,2,-10001,2,1,0,3,2,1,1,1,0,0,26,
27,27,0,0,55,1,0,1,2,1,2,1,16,0,26,
27,23,0,90000,59,1,1,2,1,1,2,1,16,1,26,
109,110,3,70000,38,1,1,2,2,1,1,1,16,1,26,
109,102,3,45000,49,1,7,1,1,1,1,1,16,1,26,
109,82,3,-10001,12,1,0,4,2,1,1,1,8,0,26,
109,83,3,-10001,8,1,0,4,2,1,1,1,4,0,26,
109,84,3,-10001,4,1,0,1,1,1,1,1,1,0,26,
48,49,3,125000,40,1,1,1,1,1,1,1,22,1,26,
48,41,3,0,40,1,6,4,2,1,1,1,22,0,26,
48,41,3,-10001,6,1,0,4,2,1,1,1,3,0,26,
48,56,3,-10001,4,1,0,1,2,1,1,1,2,0,26,
48,56,3,-10001,0,1,0,4,2,1,1,1,0,0,26,
72,71,3,74000,36,1,1,4,2,1,1,1,18,1,26,
72,80,3,129000,48,1,3,1,1,1,1,1,21,1,26,
72,119,3,-10001,11,1,0,3,2,1,1,9,8,0,26,
72,70,3,-10001,6,1,0,1,1,1,1,1,3,0,26,
72,70,3,-10001,5,1,0,4,1,1,1,1,1,0,26,
183,183,2,55000,46,1,3,2,2,1,1,1,21,1,26,
183,183,2,40000,58,1,1,2,1,1,1,1,19,1,26,
183,217,2,600,16,1,1,2,2,1,1,1,13,1,26,
183,263,2,-10001,14,1,0,3,1,1,1,1,11,0,26,
117,116,3,28100,44,1,1,3,1,1,1,1,21,1,26,
117,144,3,62000,44,1,1,3,2,1,1,1,18,1,26,
117,121,3,-10001,13,1,0,4,1,1,1,1,10,0,26,
117,110,3,-10001,13,1,0,4,2,1,1,1,10,0,26,
117,121,3,-10001,12,1,0,4,1,1,1,1,10,0,26,
88,88,1,55000,39,0,2,3,2,1,3,2,16,2,26,
88,148,1,-10001,4,0,0,1,2,1,3,2,1,0,26,
112,112,0,0,67,1,0,4,1,1,2,1,12,0,26,
112,127,0,0,76,1,0,2,2,1,2,1,17,0,26,
112,90,0,6000,30,1,1,1,1,1,2,1,13,0,26,
33,32,0,0,79,1,0,2,1,1,2,1,13,0,26,
33,33,0,0,76,1,0,4,2,1,2,1,20,0,26,
348,348,0,10000,52,0,6,3,1,1,4,2,15,1,26,
54,53,0,0,68,0,0,4,1,1,1,1,18,0,26,
315,315,0,0,75,0,0,1,2,1,2,1,13,0,26,
315,317,0,25000,20,0,1,1,1,1,2,1,16,1,26,
118,118,0,58000,65,0,1,1,2,1,2,9,20,11,26,
75,76,0,0,72,1,0,4,2,1,2,1,22,0,26,
75,74,0,0,73,1,0,1,1,1,2,1,19,0,26,
23,23,0,130000,54,1,3,4,1,1,1,1,21,1,26,
23,20,0,43000,54,1,1,3,2,1,1,1,19,1,26,
23,54,0,3200,21,1,1,4,2,1,1,1,16,1,26,
20,19,0,0,64,0,0,4,1,1,2,1,16,0,26,
53,53,0,0,70,1,0,3,1,1,2,1,20,0,26,
53,56,0,0,69,1,0,4,2,1,2,1,20,0,26,
105,105,0,95000,44,1,1,2,2,1,1,1,21,11,26,
105,108,0,60000,44,1,1,2,1,1,1,1,19,1,26,
105,81,0,25000,26,1,1,3,1,1,1,1,16,1,26,
108,108,2,11000,37,0,1,2,2,1,3,2,15,1,26,
108,155,2,-10001,14,0,0,1,1,1,3,2,12,0,26,
108,156,2,-10001,12,0,0,3,1,1,3,2,9,0,26,
24,23,0,0,81,0,0,3,2,1,4,1,19,0,26,
89,89,0,72000,37,0,1,4,1,1,2,2,21,1,26,
166,166,0,0,60,0,0,4,2,1,2,1,20,0,26,
166,197,0,19000,23,0,1,1,2,1,2,1,18,1,26,
162,162,0,9000,68,1,1,2,1,1,1,1,21,1,26,
162,142,0,16160,64,1,1,4,2,1,1,1,19,1,26,
94,94,2,60000,30,1,1,3,1,1,1,1,19,1,26,
94,75,2,20000,25,1,1,3,2,1,1,1,16,1,26,
94,94,2,-10001,0,1,0,2,2,1,1,1,0,0,26,
94,116,2,-10001,6,1,0,4,2,1,1,1,1,0,26,
30,29,0,38000,47,1,1,2,2,1,2,1,19,1,26,
30,31,0,19000,55,1,1,2,1,1,2,1,16,1,26,
30,29,0,14000,27,1,1,2,2,1,2,1,20,1,26,
30,26,0,-10001,6,1,0,1,1,1,2,1,3,0,26,
30,24,0,-10001,1,1,0,2,1,1,2,1,0,0,26,
80,81,0,37400,61,1,4,3,2,5,1,1,21,1,26,
80,79,0,36600,67,1,1,4,1,5,1,1,21,1,26,
80,65,0,1800,18,1,4,3,1,5,1,1,19,10,26,
106,106,0,0,72,1,1,2,1,1,2,1,20,0,26,
106,86,0,0,70,1,0,3,2,1,2,1,16,0,26,
198,198,0,0,71,0,0,1,1,1,2,1,19,0,26,
77,76,0,0,95,0,0,2,2,1,2,1,19,0,26,
63,62,0,0,81,1,0,4,1,1,1,1,16,0,26,
63,70,0,0,81,1,0,1,2,1,1,1,17,0,26,
54,55,0,0,57,0,0,3,2,1,3,1,15,0,26,
79,79,0,31600,63,1,1,3,1,1,1,1,16,1,26,
79,70,0,0,66,1,0,1,2,1,1,1,18,0,26,
79,107,0,0,31,1,0,2,1,1,1,1,15,0,26,
63,64,0,0,66,1,1,2,2,1,2,1,19,0,26,
63,75,0,0,74,1,0,4,1,1,2,1,20,0,26,
20,20,0,81000,61,1,3,2,1,1,1,1,19,1,26,
20,16,0,34000,58,1,1,1,2,1,1,1,16,1,26,
23,23,0,34000,63,1,1,4,1,1,1,1,16,1,26,
23,16,0,0,62,1,1,3,2,1,1,1,16,0,26,
23,2,0,0,45,1,0,3,1,1,1,1,15,0,26,
79,79,0,0,73,1,0,1,2,3,2,1,16,0,26,
79,74,0,0,72,1,0,4,1,3,2,1,12,0,26,
23,24,0,52000,61,1,1,2,1,1,1,1,16,11,26,
23,31,0,0,68,1,0,2,2,1,1,1,20,0,26,
62,62,0,0,64,0,0,2,1,1,2,1,16,0,26,
604,603,0,10000,37,0,1,1,2,1,2,1,16,0,26,
604,716,0,77000,59,0,1,4,2,1,2,1,16,0,26,
86,86,0,0,68,1,0,4,1,1,2,1,19,0,26,
86,92,0,0,66,1,0,3,2,1,2,1,16,0,26,
402,402,0,0,59,0,1,2,1,1,3,9,16,0,26,
23,23,0,19700,43,0,1,1,1,1,3,1,17,1,26,
75,75,0,101000,58,0,2,1,2,1,1,1,19,11,26,
98,97,0,0,61,1,1,3,1,1,2,1,18,0,26,
98,91,0,0,67,1,0,2,2,1,2,1,16,0,26,
89,90,0,0,66,0,0,4,2,1,2,2,20,0,26,
89,111,0,0,73,0,0,3,2,1,2,2,21,0,26,
280,280,0,63000,68,0,1,4,2,1,1,2,16,1,26,
280,278,0,0,45,0,0,3,1,1,1,2,16,0,26,
93,92,0,37000,61,0,1,1,1,1,2,1,17,1,26,
91,91,0,25000,58,3,6,1,1,1,1,1,17,1,26,
91,102,0,25000,59,3,6,2,2,1,1,9,19,1,26,
21,22,0,50000,54,1,1,3,2,1,1,1,19,10,26,
21,33,0,60000,55,1,1,4,1,1,1,1,16,1,26,
28,27,0,0,66,1,2,4,2,1,2,1,18,0,26,
28,34,0,0,62,1,6,3,1,1,2,1,16,0,26,
82,82,0,150000,50,1,1,1,1,1,1,1,21,1,26,
82,109,0,32000,49,1,1,3,2,1,1,1,18,1,26,
82,86,0,12000,19,1,1,3,1,1,1,1,16,0,26,
91,91,2,50000,39,3,5,2,2,1,2,1,17,1,26,
91,108,2,35000,38,3,6,2,1,1,2,1,16,1,26,
91,74,2,9600,18,3,6,3,1,1,2,1,11,1,26,
91,93,2,0,16,3,0,3,1,1,2,1,13,0,26,
91,103,2,-10001,12,3,0,2,2,1,2,1,9,0,26,
111,111,0,0,79,1,0,2,1,1,2,1,24,0,26,
111,114,0,0,77,1,0,3,2,1,2,1,21,0,26,
65,65,2,30000,27,1,1,1,1,1,4,6,18,1,26,
65,209,2,0,27,1,0,4,2,1,4,6,16,0,26,
65,96,2,-10001,1,1,0,1,1,1,4,7,0,0,26,
65,97,2,-10001,0,1,0,1,1,1,4,6,0,0,26,
65,96,2,-10001,0,1,0,1,1,1,4,6,0,0,26,
17,16,0,0,84,1,0,1,1,1,2,1,16,0,26,
17,20,0,0,78,1,0,2,2,1,2,1,16,0,26,
131,130,2,50000,43,1,1,4,1,3,1,6,13,1,26,
131,122,2,340,43,1,6,4,2,3,1,6,13,0,26,
131,200,2,-10001,15,1,0,3,1,3,1,6,11,0,26,
131,214,2,-10001,7,1,0,2,2,3,1,6,4,0,26,
52,52,0,2400,67,1,1,2,2,1,2,1,20,1,26,
52,50,0,22000,66,1,1,3,1,1,2,1,20,0,26,
106,107,1,15000,31,1,1,3,1,1,3,1,16,1,26,
106,112,1,26400,30,1,1,2,2,1,3,1,16,0,26,
106,92,1,-10001,5,1,0,1,1,1,3,9,1,0,26,
106,104,1,18000,61,1,6,4,1,1,3,8,1,0,26,
18,17,3,24000,47,1,1,2,2,1,1,1,22,1,26,
18,15,3,2000,46,1,6,4,1,1,1,1,21,1,26,
18,18,3,31000,18,1,1,2,1,1,1,1,16,1,26,
18,12,3,1900,17,1,1,1,1,1,1,1,13,0,26,
18,13,3,-10001,13,1,0,3,1,1,1,1,9,0,26,
18,18,3,-10001,12,1,0,4,2,1,1,1,8,0,26,
103,103,0,0,82,0,0,1,2,1,2,1,14,0,26,
111,111,0,0,88,1,6,3,1,1,2,1,19,0,26,
111,159,0,0,89,1,0,4,2,1,2,1,21,0,26,
35,34,0,140000,61,0,1,2,2,1,1,1,21,11,26,
35,45,0,25000,31,0,1,2,1,1,1,1,19,1,26,
18,18,0,0,84,1,0,4,1,1,2,1,16,0,26,
18,21,0,0,81,1,0,4,2,1,2,1,16,0,26,
93,93,0,3000,73,1,1,1,1,1,1,1,22,1,26,
93,95,0,0,69,1,0,4,2,1,1,1,16,0,26,
222,222,0,75000,31,1,1,3,1,1,1,1,21,1,26,
222,236,0,65000,29,1,2,4,2,1,1,1,20,1,26,
13,12,0,57000,62,0,1,2,1,1,2,1,19,1,26,
90,90,2,55000,45,1,1,3,1,1,2,1,20,1,26,
90,91,2,45000,41,1,1,4,2,1,2,1,21,1,26,
90,86,2,-10001,6,1,0,1,1,1,2,1,3,0,26,
90,84,2,-10001,3,1,0,2,2,1,2,1,1,0,26,
381,381,0,0,72,0,0,3,1,1,3,2,16,0,26,
81,80,0,0,69,1,1,1,1,1,2,1,16,0,26,
81,87,0,0,65,1,1,2,2,1,2,1,16,0,26,
81,72,0,20000,33,1,1,2,1,1,2,1,13,1,26,
34,34,1,49500,52,0,4,3,1,1,1,1,20,1,26,
34,14,1,0,16,0,0,3,1,1,1,1,13,0,26,
164,164,2,57000,48,1,1,2,1,1,3,1,18,1,26,
164,263,2,42000,39,1,3,4,2,1,3,1,21,1,26,
164,219,2,5000,24,1,1,1,1,1,3,1,18,10,26,
164,247,2,-10001,6,1,0,2,2,1,3,1,3,0,26,
164,124,2,-10001,12,1,0,1,2,1,3,9,9,0,26,
164,152,2,-10001,4,1,0,1,2,1,3,9,2,0,26,
164,152,2,-10001,3,1,0,1,1,1,3,9,2,0,26,
34,34,1,42000,53,1,2,2,2,1,1,1,21,1,26,
34,31,1,50000,55,1,6,4,1,1,1,1,18,1,26,
34,108,1,20000,19,1,1,3,1,1,1,1,16,1,26,
34,34,1,-10001,14,1,0,2,1,1,1,1,11,0,26,
135,135,1,71000,54,1,1,2,1,3,1,1,1,0,26,
135,168,1,65000,46,1,3,1,2,3,1,1,20,11,26,
135,149,1,4000,29,1,1,1,1,3,1,1,21,0,26,
135,208,1,0,23,1,0,1,1,3,1,1,1,0,26,
135,267,1,11000,20,1,1,1,2,3,1,1,16,0,26,
135,166,1,-10001,12,1,0,1,1,3,1,1,8,0,26,
135,177,1,-10001,4,1,0,3,2,3,1,1,2,0,26,
135,189,1,-10001,1,1,0,3,1,3,1,1,0,0,26,
135,250,1,17500,27,1,1,2,2,3,1,1,21,1,26,
286,287,0,40000,46,0,1,1,1,1,1,9,16,1,26,
286,395,0,30000,24,0,1,1,2,1,1,9,16,1,26,
201,201,0,0,50,0,0,4,1,1,2,9,20,0,26,
27,26,0,0,95,2,0,2,2,1,2,1,16,0,26,
27,27,0,0,90,2,0,2,2,1,2,1,16,0,26,
86,86,0,36000,55,0,1,4,2,1,3,1,19,1,26,
350,350,0,7500,21,0,4,2,2,1,3,1,19,11,26,
350,302,0,6500,22,0,1,4,2,1,3,1,16,0,26,
350,271,0,20000,21,0,1,2,2,1,3,1,19,0,26,
350,300,0,0,21,0,1,2,2,1,3,1,19,0,26,
37,36,0,390,69,1,1,2,1,1,1,1,20,0,26,
37,47,0,0,67,1,0,2,2,1,1,1,18,0,26,
34,35,2,5200,25,1,1,4,2,1,2,1,18,11,26,
34,35,2,44200,28,1,7,1,1,1,2,1,18,1,26,
34,52,2,-10001,1,1,0,3,2,1,2,1,0,0,26,
34,32,2,-10001,0,1,0,2,1,1,2,1,0,0,26,
45,45,1,76000,34,3,1,1,1,1,1,1,20,1,26,
45,39,1,0,33,3,0,4,2,1,1,1,20,0,26,
45,93,1,-10001,3,3,0,1,2,1,1,1,1,0,26,
45,51,1,-10001,9,3,0,1,1,1,1,1,5,0,26,
24,25,1,0,41,1,0,3,1,1,2,1,20,0,26,
24,23,1,31200,44,1,1,4,2,1,2,1,20,11,26,
