WGTP,PWGTP,NOC,PERNP,AGEP,CPLT,COW,QTRBIR,SEX,HHL,TEN,RAC1P,SCHL,JWTRNS,ST,
14,14,0,0,74,0,0,2,1,1,2,1,1,0,26,
28,28,0,0,69,0,0,3,2,1,1,1,22,0,26,
33,34,0,0,95,0,0,1,2,1,2,1,15,0,26,
122,122,2,15000,26,1,1,3,1,1,2,1,14,1,26,
122,117,2,15000,25,1,1,2,2,1,2,1,14,1,26,
122,142,2,-10001,7,1,0,2,1,1,2,1,4,0,26,
122,159,2,-10001,2,1,0,2,1,1,2,1,0,0,26,
130,129,0,0,75,1,0,4,1,1,1,2,18,0,26,
130,72,0,0,64,1,0,4,2,1,1,2,16,0,26,
25,24,0,0,70,1,0,4,2,1,2,1,21,0,26,
25,26,0,0,69,1,0,4,1,1,2,1,17,0,26,
91,91,0,40000,63,1,1,3,2,1,1,1,18,1,26,
91,90,0,0,67,1,0,4,1,1,1,1,14,0,26,
27,28,0,0,88,0,0,2,2,1,2,1,15,0,26,
114,115,0,54000,63,0,1,3,1,1,3,2,16,1,26,
71,72,0,0,63,0,5,3,2,1,1,1,18,0,26,
67,68,0,0,45,1,0,2,1,1,3,1,16,0,26,
67,66,0,0,56,1,0,2,2,1,3,1,19,0,26,
43,43,4,3000,50,1,6,4,2,1,2,1,18,0,26,
43,55,4,55000,53,1,6,4,1,1,2,1,16,1,26,
43,32,4,3000,18,1,6,2,2,1,2,1,14,0,26,
43,39,4,4000,17,1,6,2,1,1,2,1,12,0,26,
43,39,4,-10001,14,1,0,1,2,1,2,1,11,0,26,
43,40,4,-10001,12,1,0,4,2,1,2,1,7,0,26,
43,69,4,-10001,10,1,0,4,1,1,2,1,6,0,26,
26,26,0,101000,55,3,1,3,1,1,1,1,20,1,26,
26,18,0,200,60,3,2,3,2,1,1,1,21,1,26,
43,42,0,60000,51,1,4,4,2,1,2,1,21,1,26,
43,36,0,68000,51,1,1,2,1,1,2,1,16,1,26,
43,124,0,24000,23,1,3,1,2,1,2,1,21,11,26,
24,24,0,0,64,1,0,3,2,1,1,1,19,0,26,
24,23,0,0,63,1,0,4,1,1,1,1,12,0,26,
24,33,0,0,46,1,0,1,1,1,1,1,16,0,26,
90,89,1,81000,49,1,1,1,2,1,1,1,21,1,26,
90,74,1,115000,52,1,1,1,1,1,1,1,21,11,26,
90,67,1,1500,18,1,1,2,2,1,1,1,16,0,26,
90,105,1,-10001,15,1,0,2,2,1,1,1,12,0,26,
133,133,0,34800,57,0,2,1,2,1,1,1,21,1,26,
248,248,0,55000,45,1,1,1,1,2,1,1,16,1,26,
248,151,0,12000,56,1,1,4,2,2,1,1,16,0,26,
89,89,0,9000,57,1,2,2,2,1,2,1,18,1,26,
89,63,0,14800,60,1,6,3,1,1,2,1,20,1,26,
171,171,0,0,35,0,0,4,1,1,2,1,16,0,26,
171,126,0,0,27,0,1,2,1,1,2,1,19,0,26,
171,173,0,12000,23,0,1,4,1,1,2,1,19,1,26,
130,130,0,74000,36,0,1,2,1,1,3,2,12,1,26,
12,12,0,39500,62,1,1,2,2,1,1,3,19,1,26,
12,15,0,0,64,1,1,1,1,1,1,3,17,0,26,
26,26,0,0,77,1,0,1,1,1,2,1,20,0,26,
26,27,0,0,77,1,1,3,2,1,2,1,16,0,26,
60,61,0,5000,72,0,2,2,2,1,1,1,16,1,26,
75,76,0,50000,51,1,1,2,2,1,2,1,16,1,26,
75,94,0,52000,50,1,1,2,1,1,2,1,17,1,26,
75,117,0,15000,21,1,1,2,2,1,2,1,19,1,26,
14,13,0,0,59,1,9,1,1,1,2,1,19,0,26,
14,13,0,8000,63,1,6,4,2,1,2,1,17,1,26,
158,157,0,60000,47,0,3,2,1,1,3,1,21,1,26,
97,97,2,65000,32,1,2,4,2,1,1,1,21,0,26,
97,90,2,50000,34,1,1,4,1,1,1,1,18,1,26,
97,78,2,-10001,1,1,0,1,2,1,1,1,0,0,26,
97,81,2,-10001,0,1,0,4,1,1,1,1,0,0,26,
60,60,0,0,19,0,0,3,1,4,3,6,19,0,26,
60,48,0,0,20,0,0,4,1,4,3,6,16,0,26,
275,276,2,82000,31,1,1,1,1,1,1,1,21,11,26,
275,124,2,0,32,1,1,2,2,1,1,1,21,0,26,
275,164,2,-10001,4,1,0,3,2,1,1,1,1,0,26,
275,121,2,-10001,0,1,0,1,1,1,1,1,0,0,26,
24,24,0,50000,62,0,1,3,1,2,1,1,13,1,26,
24,25,0,4100,32,0,1,3,2,2,1,1,15,1,26,
24,26,0,-10001,7,0,0,3,2,2,1,1,4,0,26,
158,157,1,33000,50,0,1,3,2,1,3,2,21,11,26,
158,411,1,20000,22,0,1,2,1,1,3,2,16,1,26,
158,135,1,-10001,15,0,0,4,2,1,3,2,12,0,26,
158,180,1,-10001,0,0,0,4,1,1,3,2,0,0,26,
158,91,1,30700,19,0,1,1,2,1,3,9,16,0,26,
19,19,0,0,71,1,0,4,1,1,2,1,17,0,26,
19,16,0,0,71,1,0,4,2,1,2,1,16,0,26,
52,51,0,8000,52,0,3,4,1,1,2,1,23,1,26,
73,73,0,0,70,0,0,2,1,1,2,1,21,0,26,
87,87,0,0,86,0,0,4,1,1,3,1,19,0,26,
105,104,0,26000,58,0,1,1,1,1,3,1,20,10,26,
85,85,0,36000,64,0,1,4,2,1,2,1,16,1,26,
73,74,0,36000,62,0,6,4,1,1,1,1,19,11,26,
73,80,0,0,88,0,0,4,1,1,1,1,19,0,26,
101,101,3,24000,37,3,1,1,2,1,3,9,13,1,26,
101,91,3,30000,36,3,1,3,1,1,3,1,17,1,26,
101,63,3,5400,16,3,1,3,2,1,3,9,14,1,26,
101,63,3,-10001,15,3,0,4,2,1,3,9,12,0,26,
101,55,3,-10001,12,3,0,4,1,1,3,9,10,0,26,
238,238,0,0,52,0,1,3,2,1,3,1,14,0,26,
10,10,0,0,71,1,0,1,2,1,2,1,16,0,26,
10,12,0,0,70,1,0,1,1,1,2,1,17,0,26,
259,259,3,44200,39,3,1,1,2,2,2,1,19,1,26,
259,209,3,73000,46,3,1,1,1,2,2,9,20,0,26,
259,296,3,0,17,3,0,4,1,2,2,1,13,0,26,
259,268,3,-10001,10,3,0,1,2,2,2,1,6,0,26,
259,269,3,-10001,8,3,0,2,2,2,2,1,4,0,26,
18,19,0,0,84,1,0,1,1,1,1,1,19,0,26,
18,26,0,0,83,1,0,2,2,1,1,1,16,0,26,
223,223,2,230000,52,1,1,3,1,1,1,1,22,1,26,
223,269,2,190000,50,1,1,4,2,1,1,1,22,11,26,
223,246,2,-10001,14,1,0,4,1,1,1,1,11,0,26,
223,241,2,-10001,12,1,0,3,2,1,1,1,10,0,26,
59,58,0,0,70,1,0,1,2,1,2,1,21,0,26,
59,68,0,80000,62,1,1,1,1,1,2,1,16,1,26,
83,83,0,82000,57,1,1,2,1,1,2,1,22,1,26,
83,76,0,0,59,1,0,2,2,1,2,1,19,0,26,
20,21,0,0,86,0,0,4,2,4,2,6,15,0,26,
78,78,0,45400,68,0,3,3,2,1,1,2,18,1,26,
149,149,0,32300,27,3,1,3,2,1,3,1,21,11,26,
149,277,0,32200,29,3,1,3,1,1,3,1,19,1,26,
87,86,0,0,66,1,1,1,1,1,2,1,20,0,26,
87,86,0,0,66,1,7,2,2,1,2,1,16,0,26,
26,26,0,60000,58,1,1,4,1,2,2,1,15,1,26,
26,11,0,0,74,1,0,2,2,2,2,8,1,0,26,
179,179,1,0,54,0,0,4,2,1,1,9,19,0,26,
179,114,1,0,16,0,0,1,1,1,1,9,13,0,26,
48,48,0,85000,54,0,1,3,1,1,2,1,20,1,26,
122,121,2,43000,33,1,1,3,1,1,1,1,19,1,26,
122,117,2,30000,34,1,1,4,2,1,1,1,20,1,26,
122,168,2,-10001,8,1,0,2,2,1,1,1,5,0,26,
122,112,2,-10001,4,1,0,2,2,1,1,1,3,0,26,
72,73,0,148000,55,0,7,4,1,1,2,1,22,1,26,
65,65,1,100000,39,1,1,2,1,1,1,1,20,1,26,
65,63,1,75000,41,1,1,1,2,1,1,1,21,1,26,
65,64,1,-10001,3,1,0,2,1,1,1,1,2,0,26,
21,21,0,0,80,0,0,4,2,1,2,1,19,0,26,
25,26,0,48000,59,1,1,1,1,1,1,1,13,1,26,
25,23,0,15000,50,1,1,2,2,1,1,1,1,1,26,
25,30,0,0,21,1,1,3,2,1,1,1,16,0,26,
26,25,3,48000,37,1,5,1,2,1,2,1,19,1,26,
26,26,3,20500,39,1,1,3,1,1,2,1,15,1,26,
26,44,3,5000,16,1,1,4,1,1,2,1,12,1,26,
26,30,3,-10001,14,1,0,3,2,1,2,1,11,0,26,
26,32,3,-10001,10,1,0,1,1,1,2,1,6,0,26,
68,69,0,0,67,1,0,3,2,5,2,1,19,0,26,
68,73,0,0,79,1,0,3,1,5,2,1,19,0,26,
29,29,0,31200,71,0,2,3,2,1,1,1,19,1,26,
87,87,0,0,77,1,0,4,1,1,2,1,19,0,26,
87,79,0,0,67,1,0,4,2,1,2,1,19,0,26,
23,22,0,0,75,1,1,1,1,1,2,1,18,0,26,
23,22,0,0,76,1,0,2,2,1,2,1,16,0,26,
25,24,0,0,75,1,7,4,1,1,2,1,23,0,26,
25,23,0,0,73,1,1,1,2,1,2,1,19,0,26,
40,40,0,0,77,1,1,1,2,1,2,1,21,0,26,
40,35,0,0,78,1,0,1,1,1,2,1,19,0,26,
29,28,0,49500,60,2,1,4,1,1,2,1,21,1,26,
29,31,0,43000,64,2,1,3,1,1,2,9,16,1,26,
150,150,0,93000,62,0,1,1,1,1,2,2,20,1,26,
37,36,0,125000,51,3,1,2,1,2,1,1,18,1,26,
37,29,0,40000,47,3,1,2,2,2,1,1,21,1,26,
114,114,2,15000,30,3,1,3,1,1,2,1,17,1,26,
114,72,2,0,31,3,0,4,2,1,2,1,17,0,26,
114,84,2,-10001,8,3,0,3,2,1,2,1,4,0,26,
114,111,2,-10001,4,3,0,2,1,1,2,1,1,0,26,
76,77,1,19600,35,0,1,4,2,1,3,1,17,11,26,
76,97,1,-10001,14,0,0,4,1,1,3,1,10,0,26,
180,179,2,25000,34,1,1,3,2,5,2,1,23,1,26,
180,149,2,84000,36,1,1,3,1,5,2,1,23,1,26,
180,226,2,-10001,7,1,0,3,1,5,2,1,3,0,26,
180,165,2,-10001,5,1,0,1,2,5,2,1,1,0,26,
68,68,3,30000,45,1,5,3,1,1,1,1,20,1,26,
68,52,3,3800,42,1,2,1,2,1,1,1,21,1,26,
68,70,3,-10001,15,1,0,1,1,1,1,1,12,0,26,
68,44,3,-10001,12,1,0,3,1,1,1,1,9,0,26,
68,56,3,-10001,6,1,0,3,2,1,1,1,3,0,26,
86,86,0,79000,50,1,7,4,1,1,1,1,19,10,26,
86,110,0,24000,48,1,1,1,2,1,1,1,16,0,26,
86,123,0,21000,20,1,1,3,1,1,1,1,16,10,26,
86,108,0,21000,18,1,1,3,1,1,1,1,16,10,26,
88,89,0,0,49,3,0,3,2,1,1,1,16,0,26,
88,91,0,0,28,3,0,3,1,1,1,1,16,0,26,
103,103,0,0,68,1,0,3,2,1,2,1,21,0,26,
103,109,0,0,71,1,0,1,1,1,2,1,20,0,26,
26,27,0,0,69,1,3,4,2,1,2,1,21,0,26,
26,31,0,0,67,1,4,3,1,1,2,1,20,0,26,
131,131,1,0,53,0,1,2,1,1,1,1,16,0,26,
131,152,1,-10001,11,0,0,2,1,1,1,1,8,0,26,
82,82,0,0,65,0,1,2,1,1,2,2,20,0,26,
72,72,0,0,66,1,0,1,2,1,1,1,17,0,26,
72,41,0,158000,66,1,1,1,1,1,1,1,20,1,26,
72,74,0,0,31,1,1,2,2,1,1,1,21,0,26,
72,74,0,0,30,1,0,3,2,1,1,1,15,0,26,
407,407,0,0,26,3,1,3,1,1,1,1,16,0,26,
407,618,0,25000,23,3,1,1,2,1,1,1,16,1,26,
64,65,0,70000,60,1,1,3,1,1,1,1,16,1,26,
64,53,0,30000,60,1,2,1,2,1,1,9,17,1,26,
23,23,0,0,82,0,0,1,2,1,2,1,17,0,26,
20,21,0,0,71,1,0,2,1,1,2,1,22,0,26,
20,25,0,0,71,1,0,2,2,1,2,1,21,0,26,
11,11,3,60000,40,1,1,4,1,1,4,9,18,1,26,
11,14,3,55000,36,1,2,4,2,1,4,9,22,1,26,
11,15,3,-10001,9,1,0,3,1,1,4,9,6,0,26,
11,15,3,-10001,7,1,0,2,2,1,4,9,4,0,26,
11,12,3,-10001,4,1,0,1,2,1,4,9,2,0,26,
24,24,0,0,69,0,0,2,1,3,3,1,16,0,26,
68,68,4,56000,33,3,1,2,2,1,1,1,21,1,26,
68,89,4,37500,31,3,1,2,1,1,1,1,20,1,26,
68,96,4,-10001,9,3,0,1,1,1,1,1,6,0,26,
68,86,4,-10001,7,3,0,1,2,1,1,1,4,0,26,
68,90,4,-10001,1,3,0,2,1,1,1,1,0,0,26,
68,89,4,-10001,1,3,0,2,1,1,1,1,0,0,26,
97,96,0,260,69,0,1,1,2,1,1,1,16,0,26,
135,134,0,0,63,0,0,2,1,1,1,1,19,0,26,
47,48,0,43000,42,0,1,2,1,1,3,1,16,1,26,
89,89,1,10000,42,3,7,2,2,1,2,1,21,0,26,
89,79,1,12000,39,3,7,4,1,1,2,1,16,11,26,
89,91,1,-10001,4,3,0,3,1,1,2,1,2,0,26,
53,52,0,0,75,1,0,1,1,1,2,1,16,0,26,
53,46,0,590,74,1,2,1,2,1,2,1,16,0,26,
53,50,0,38400,47,1,1,4,2,1,2,1,19,1,26,
153,153,0,0,80,0,0,2,1,1,1,1,21,0,26,
83,82,2,24000,40,1,3,4,2,1,1,1,22,0,26,
83,88,2,106000,42,1,1,4,1,1,1,1,21,8,26,
83,70,2,-10001,11,1,0,2,1,1,1,1,8,0,26,
83,101,2,-10001,8,1,0,2,2,1,1,1,5,0,26,
65,65,0,0,87,0,0,1,2,1,1,1,16,0,26,
46,46,0,0,75,1,0,1,1,1,3,1,14,0,26,
46,55,0,0,75,1,0,3,2,1,3,1,14,0,26,
223,222,0,51000,25,0,2,2,1,3,3,6,21,1,26,
58,58,0,0,73,1,0,3,2,1,2,2,19,0,26,
58,43,0,0,73,1,0,4,1,1,2,1,21,0,26,
34,34,0,0,74,0,0,1,2,1,1,1,13,0,26,
49,48,0,60000,60,1,1,2,1,1,2,1,19,1,26,
49,113,0,20000,55,1,4,3,2,1,2,9,16,1,26,
9,10,0,0,71,3,0,4,2,1,2,1,19,0,26,
9,9,0,0,74,3,0,1,1,1,2,1,19,0,26,
191,191,1,0,43,1,0,2,2,2,2,9,9,0,26,
191,114,1,18000,48,1,1,3,1,2,2,8,6,1,26,
191,113,1,0,25,1,0,2,1,2,2,8,9,0,26,
191,152,1,10000,20,1,1,1,1,2,2,8,19,1,26,
191,150,1,0,17,1,0,1,2,2,2,9,9,0,26,
191,207,1,15000,20,1,1,4,2,2,2,8,16,1,26,
249,249,0,10100,45,0,1,3,1,1,3,1,17,1,26,
94,94,1,23300,36,1,1,4,2,1,1,1,16,1,26,
94,76,1,62000,38,1,1,2,1,1,1,1,16,1,26,
94,127,1,-10001,3,1,0,1,2,1,1,1,1,0,26,
103,103,0,0,77,0,0,2,2,1,2,2,22,0,26,
103,190,0,10200,28,0,3,2,2,1,2,2,20,1,26,
349,349,0,37500,26,0,1,4,2,1,3,2,20,1,26,
349,197,0,0,46,0,1,1,2,1,3,2,17,0,26,
72,73,0,78000,51,1,1,4,2,1,1,1,20,11,26,
72,53,0,0,55,1,0,1,1,1,1,1,21,0,26,
36,36,2,34000,32,0,3,2,2,1,2,1,19,1,26,
36,36,2,-10001,11,0,0,4,1,1,2,1,8,0,26,
36,34,2,-10001,6,0,0,2,1,1,2,1,3,0,26,
69,69,0,0,75,1,1,1,1,1,1,1,20,0,26,
69,59,0,0,71,1,0,1,2,1,1,1,16,0,26,
28,29,0,0,63,1,3,2,2,1,2,1,22,0,26,
28,30,0,60000,62,1,1,2,1,1,2,1,21,1,26,
186,186,0,24000,30,0,1,3,2,1,3,2,20,11,26,
206,206,0,85000,52,0,1,1,1,1,3,1,21,11,26,
161,160,0,45000,64,0,1,1,1,1,1,1,15,1,26,
31,31,0,0,65,1,0,3,1,1,1,1,22,0,26,
31,35,0,0,66,1,0,1,2,1,1,1,20,0,26,
35,34,2,110000,42,1,1,3,1,1,1,9,21,11,26,
35,89,2,33000,42,1,7,4,2,1,1,9,21,11,26,
35,109,2,-10001,10,1,0,2,2,1,1,9,7,0,26,
35,75,2,-10001,8,1,0,2,1,1,1,9,5,0,26,
69,69,1,150000,46,1,1,4,1,2,1,9,21,1,26,
69,65,1,3000,43,1,3,2,2,2,1,9,19,1,26,
69,51,1,7000,23,1,1,3,1,2,1,9,20,11,26,
69,58,1,-10001,15,1,0,1,2,2,1,9,12,0,26,
22,22,0,0,68,0,0,1,2,1,1,1,18,0,26,
22,40,0,30000,19,0,1,4,2,1,1,1,16,1,26,
48,48,0,5000,75,0,6,4,2,1,2,1,22,1,26,
48,57,0,50000,75,0,2,1,2,1,2,1,24,1,26,
181,182,1,0,66,1,0,3,1,1,1,1,21,0,26,
181,163,1,49500,44,1,3,4,2,1,1,1,16,1,26,
181,263,1,-10001,7,1,0,3,1,1,1,1,3,0,26,
155,155,0,0,81,1,0,1,2,1,2,1,19,0,26,
155,146,0,0,84,1,0,1,1,1,2,1,16,0,26,
352,351,0,81000,40,0,1,2,1,2,3,8,15,12,26,
19,20,0,700,56,1,1,3,2,1,2,1,19,0,26,
19,18,0,85000,60,1,1,1,1,1,2,1,21,1,26,
61,62,0,0,95,0,0,1,2,1,3,7,21,0,26,
66,66,1,0,48,1,0,1,2,1,1,1,18,0,26,
66,104,1,62000,59,1,5,3,1,1,1,1,21,1,26,
66,85,1,4900,20,1,1,2,2,1,1,1,20,1,26,
66,76,1,4100,19,1,1,1,2,1,1,1,18,10,26,
66,96,1,0,16,1,0,2,1,1,1,1,14,0,26,
44,44,0,80000,54,0,2,2,2,1,1,1,23,1,26,
73,72,0,70000,61,1,2,3,1,1,1,1,22,1,26,
73,66,0,18500,60,1,3,2,2,1,1,1,22,1,26,
34,34,0,120000,56,1,1,4,2,1,1,1,16,11,26,
34,48,0,0,60,1,0,4,1,1,1,1,21,0,26,
23,23,0,70000,64,1,1,2,1,1,1,1,16,1,26,
23,14,0,0,64,1,0,3,2,1,1,1,15,0,26,
309,309,0,25000,49,1,1,4,2,1,1,1,19,0,26,
309,273,0,90000,50,1,1,1,1,1,1,1,20,1,26,
309,355,0,25000,23,1,1,3,2,1,1,1,21,1,26,
309,356,0,0,21,1,1,1,2,1,1,1,19,0,26,
77,76,0,0,51,0,0,1,2,1,4,1,16,0,26,
77,89,0,11000,22,0,1,2,1,1,4,1,16,12,26,
55,55,0,0,79,1,0,4,1,3,2,1,16,0,26,
55,66,0,0,75,1,3,4,2,3,2,1,19,0,26,
53,52,0,15000,71,1,1,2,1,1,2,9,22,1,26,
53,42,0,9000,65,1,3,3,2,1,2,9,22,1,26,
101,101,0,0,82,0,0,1,2,1,2,1,22,0,26,
85,86,0,0,86,0,0,1,2,1,2,1,16,0,26,
85,86,0,25000,64,0,2,3,1,1,2,1,21,11,26,
35,35,0,48000,40,0,1,2,1,1,1,1,16,1,26,
209,209,0,40000,38,1,1,3,1,1,1,1,20,1,26,
209,181,0,35000,32,1,1,3,2,1,1,1,19,1,26,
68,68,1,35000,32,1,2,3,2,1,1,1,19,1,26,
68,63,1,24000,38,1,2,2,1,1,1,1,18,1,26,
68,61,1,-10001,0,1,0,3,2,1,1,1,0,0,26,
74,74,0,0,73,1,0,2,1,1,1,1,21,0,26,
74,91,0,0,72,1,0,4,2,1,1,1,21,0,26,
68,68,0,0,72,0,0,2,2,1,1,1,16,0,26,
68,58,0,10000,21,0,1,2,1,1,1,1,14,0,26,
157,158,0,14000,59,1,1,4,2,3,1,1,20,1,26,
157,119,0,110000,51,1,1,3,1,3,1,9,19,1,26,
18,18,0,63000,50,0,1,2,1,1,2,1,16,1,26,
168,167,0,36000,25,1,2,3,2,4,3,6,22,1,26,
168,169,0,26400,25,1,2,4,1,4,3,6,22,1,26,
71,71,0,16000,61,1,1,3,1,1,1,1,19,1,26,
71,54,0,0,61,1,2,3,2,1,1,1,18,0,26,
153,153,0,0,77,1,0,4,1,1,2,2,16,0,26,
153,190,0,0,73,1,0,3,2,1,2,2,19,0,26,
281,281,0,20000,21,0,3,1,2,5,3,2,16,1,26,
281,452,0,0,16,0,0,2,1,5,3,2,12,0,26,
281,355,0,-10001,14,0,0,1,1,5,3,2,11,0,26,
281,239,0,0,66,0,0,1,2,5,3,2,24,0,26,
281,189,0,32000,31,0,1,1,2,5,3,2,18,1,26,
281,205,0,20000,29,0,1,2,2,5,3,2,18,1,26,
281,557,0,50000,27,0,1,3,1,5,3,2,17,1,26,
281,343,0,4000,23,0,1,4,1,5,3,2,20,1,26,
281,354,0,-10001,11,0,0,3,1,5,3,2,7,0,26,
281,306,0,0,20,0,0,1,2,5,3,2,16,0,26,
28,29,4,63000,41,1,7,1,2,1,1,1,16,1,26,
28,30,4,45600,47,1,7,4,1,1,1,1,16,0,26,
28,44,4,-10001,14,1,0,2,2,1,1,1,11,0,26,
28,43,4,-10001,14,1,0,2,2,1,1,1,11,0,26,
28,43,4,-10001,10,1,0,4,2,1,1,1,6,0,26,
28,42,4,-10001,5,1,0,2,2,1,1,1,2,0,26,
79,80,3,0,27,3,1,3,2,1,3,1,16,0,26,
79,79,3,600,27,3,1,3,1,1,3,1,13,1,26,
79,59,3,-10001,3,3,0,1,2,1,3,1,1,0,26,
79,84,3,-10001,1,3,0,3,1,1,3,1,0,0,26,
79,78,3,-10001,5,3,0,2,2,1,3,1,1,0,26,
33,33,0,52000,26,3,3,2,1,1,1,1,19,1,26,
33,29,0,36500,22,3,3,1,2,1,1,1,21,1,26,
11,11,4,125000,43,1,1,4,1,3,1,1,21,1,26,
11,17,4,0,39,1,1,3,2,3,1,1,16,0,26,
11,15,4,1500,18,1,1,3,2,3,1,1,14,1,26,
11,11,4,0,17,1,0,4,2,3,1,1,13,0,26,
11,16,4,-10001,13,1,0,4,1,3,1,1,10,0,26,
11,13,4,-10001,5,1,0,1,2,3,1,1,1,0,26,
11,13,4,-10001,4,1,0,2,2,3,1,1,1,0,26,
83,83,1,70000,49,1,1,3,1,1,1,1,21,1,26,
83,49,1,59000,50,1,4,4,2,1,1,1,21,1,26,
83,73,1,810,18,1,3,2,2,1,1,1,15,0,26,
83,73,1,810,18,1,3,2,2,1,1,1,15,0,26,
83,25,1,0,17,1,0,1,1,1,1,1,14,0,26,
110,110,0,22600,54,0,1,2,2,1,1,1,19,1,26,
110,132,0,10500,18,0,1,2,2,1,1,1,16,1,26,
24,23,0,12000,64,0,8,1,2,1,1,1,21,1,26,
28,27,0,14700,75,1,1,2,2,1,1,1,20,0,26,
28,28,0,27500,63,1,1,4,1,1,1,1,20,1,26,
76,76,1,60000,37,1,6,3,2,1,3,9,21,1,26,
76,96,1,59000,35,1,2,1,1,1,3,1,22,1,26,
76,98,1,-10001,1,1,0,4,1,1,3,9,0,0,26,
103,103,1,43000,50,0,4,2,2,1,1,1,21,1,26,
103,166,1,0,24,0,9,1,2,1,1,1,21,0,26,
103,104,1,-10001,15,0,0,2,2,1,1,1,12,0,26,
79,79,0,0,77,0,0,2,1,1,3,1,23,0,26,
47,48,2,135000,33,1,1,2,2,1,3,1,24,1,26,
47,62,2,110000,36,1,1,3,1,1,3,1,16,1,26,
47,57,2,-10001,2,1,0,2,2,1,3,1,0,0,26,
47,73,2,-10001,0,1,0,2,1,1,3,1,0,0,26,
43,43,0,4000,67,1,6,3,2,1,1,1,21,1,26,
43,56,0,30000,64,1,1,4,1,1,1,1,16,1,26,
153,152,0,182000,59,1,1,3,1,1,1,1,22,1,26,
153,157,0,32000,58,1,2,3,2,1,1,1,16,1,26,
81,81,0,30000,74,0,2,1,1,1,2,1,20,1,26,
81,91,0,0,45,0,0,1,1,1,2,1,16,0,26,
117,116,0,25500,51,1,1,4,2,1,2,1,16,1,26,
117,158,0,0,51,1,0,2,1,1,2,1,16,0,26,
24,25,0,61000,60,1,1,4,1,1,2,1,19,1,26,
24,23,0,28500,58,1,3,2,2,1,2,1,21,1,26,
82,82,0,6000,25,0,1,3,1,1,3,8,16,0,26,
90,90,0,0,76,1,0,1,1,1,2,1,21,0,26,
90,110,0,0,76,1,0,1,2,1,2,1,21,0,26,
352,352,0,0,58,1,1,2,2,1,2,1,20,0,26,
352,191,0,36000,65,1,1,1,1,1,2,8,21,11,26,
158,158,5,110000,44,1,2,4,2,1,1,1,22,1,26,
158,114,5,125000,46,1,5,4,1,1,1,1,21,11,26,
158,118,5,0,17,1,1,1,2,1,1,1,14,0,26,
158,117,5,600,16,1,1,3,1,1,1,1,13,0,26,
158,122,5,-10001,8,1,0,4,1,1,1,1,5,0,26,
158,120,5,-10001,6,1,0,2,1,1,1,1,3,0,26,
158,121,5,-10001,6,1,0,2,1,1,1,1,3,0,26,
32,32,0,22000,51,0,1,2,2,1,1,1,19,1,26,
32,15,0,32000,24,0,1,2,2,1,1,1,20,1,26,
42,42,0,60000,73,1,3,2,1,1,2,1,16,1,26,
42,40,0,0,73,1,0,2,2,1,2,1,16,0,26,
42,38,0,0,48,1,0,3,1,1,2,1,16,0,26,
85,85,0,45000,57,0,6,3,1,1,1,1,23,1,26,
42,42,0,43000,51,1,1,2,1,1,4,1,16,1,26,
42,35,0,14300,48,1,1,1,2,1,4,1,16,0,26,
42,51,0,50000,59,1,2,4,1,1,4,1,16,1,26,
35,36,0,0,74,1,0,4,1,1,1,1,16,0,26,
35,38,0,0,71,1,1,4,2,1,1,1,16,0,26,
77,77,0,66000,30,1,1,1,2,1,1,1,23,1,26,
77,73,0,100000,31,1,3,2,1,1,1,1,21,1,26,
76,76,1,0,55,0,7,1,1,1,1,1,14,0,26,
76,139,1,-10001,15,0,0,1,1,1,1,1,12,0,26,
178,178,0,50000,69,1,1,4,1,1,1,2,17,1,26,
178,159,0,0,70,1,0,4,2,1,1,2,20,0,26,
153,153,0,150000,33,1,1,2,2,3,1,1,21,11,26,
153,230,0,188000,33,1,1,3,1,3,1,1,21,11,26,
58,58,0,0,74,0,0,3,2,1,2,1,18,0,26,
84,84,3,2700,35,1,5,2,2,1,1,1,18,0,26,
84,77,3,60000,34,1,1,4,1,1,1,1,18,1,26,
84,118,3,-10001,8,1,0,4,1,1,1,1,4,0,26,
84,117,3,-10001,6,1,0,1,1,1,1,1,3,0,26,
84,92,3,-10001,3,1,0,2,2,1,1,1,2,0,26,
58,59,2,59000,48,1,1,3,1,1,2,1,21,1,26,
58,87,2,75000,47,1,1,2,2,1,2,1,21,11,26,
58,81,2,0,16,1,0,3,1,1,2,1,13,0,26,
58,67,2,-10001,14,1,0,2,2,1,2,1,11,0,26,
9,9,0,40000,23,0,1,3,2,1,2,9,21,1,26,
58,58,0,37600,53,1,6,2,1,1,2,1,21,1,26,
58,51,0,0,50,1,1,2,2,1,2,1,18,0,26,
52,53,0,1000,65,1,4,3,1,1,2,1,21,11,26,
52,52,0,66000,62,1,4,3,2,1,2,1,16,1,26,
65,65,0,155000,27,1,7,1,2,1,1,1,19,1,26,
65,94,0,7000,30,1,1,4,1,1,1,9,22,1,26,
27,27,0,18000,62,1,1,2,2,1,2,1,16,1,26,
27,31,0,0,69,1,0,4,1,1,2,1,16,0,26,
27,22,0,0,81,1,0,3,2,1,2,1,21,0,26,
126,127,2,17100,33,0,1,3,2,1,3,2,19,1,26,
126,126,2,-10001,7,0,0,3,1,1,3,2,4,0,26,
126,133,2,-10001,2,0,0,2,2,1,3,2,0,0,26,
51,51,0,120000,42,0,5,2,2,3,1,9,21,1,26,
51,75,0,80000,40,0,1,4,1,3,1,9,21,0,26,
