PWGTP,PERNP,AGEP,COW,QTRBIR,SEX,RAC1P,SCHL,JWTRNS
84,0,68,0,1,1,1,16,0
71,0,46,1,2,2,1,20,0
163,81000,48,1,3,1,1,16,1
65,145000,58,1,3,2,1,21,11
63,150000,54,1,4,1,1,22,11
47,20000,19,1,2,2,1,19,1
50,20000,20,1,1,1,1,20,1
49,19000,67,2,3,2,1,16,1
55,0,68,1,3,1,1,16,0
74,0,73,1,2,2,1,19,0
67,0,80,0,1,1,1,19,0
26,0,68,0,2,1,1,18,0
24,0,70,0,1,2,1,20,0
20,40100,62,1,4,1,1,19,11
23,0,65,7,1,1,1,16,0
28,0,66,2,4,2,1,21,0
65,60000,48,1,1,1,1,16,1
30,6700,73,6,3,1,1,16,0
24,0,83,0,2,1,1,21,0
34,0,79,0,1,2,1,21,0
38,0,84,0,3,2,1,22,0
69,75000,39,1,1,1,1,16,1
43,35000,40,4,3,2,1,18,11
52,-10001,6,0,3,2,1,2,0
85,0,75,0,3,2,2,16,0
98,0,65,0,3,1,1,16,0
138,136000,63,2,1,2,1,22,1
136,0,69,0,1,1,1,16,0
175,0,77,0,4,1,1,21,0
142,0,75,0,2,2,1,21,0
21,0,78,0,1,1,1,23,0
21,0,76,0,2,2,1,18,0
55,0,83,0,1,1,1,21,0
63,0,80,0,2,1,1,16,0
83,0,34,1,4,2,1,16,0
76,75000,42,1,4,1,1,18,0
56,-10001,9,0,4,2,1,5,0
71,-10001,6,0,3,1,1,3,0
51,0,64,0,4,1,1,16,0
50,0,63,0,2,2,1,16,0
51,0,57,1,3,2,1,19,0
56,0,64,0,2,1,1,16,0
171,0,31,1,2,2,2,13,0
277,-10001,8,0,3,2,2,5,0
93,0,91,0,2,2,2,16,0
157,0,68,0,1,2,2,18,0
126,0,67,1,3,1,2,19,0
99,64000,58,1,2,1,1,21,1
101,0,46,0,4,2,1,16,0
102,1400,18,1,3,1,1,19,11
145,0,16,0,4,1,1,12,0
110,80000,38,4,3,1,1,22,11
152,20000,38,4,1,2,1,22,0
120,-10001,5,0,3,1,1,2,0
44,40000,48,1,4,1,1,18,1
78,4800,59,3,4,2,1,17,1
69,0,66,4,4,1,1,16,0
43,-10001,15,0,4,1,1,11,0
42,40000,26,1,3,2,1,20,1
31,52000,26,1,4,1,1,16,1
92,34000,27,1,1,1,1,20,1
108,39000,30,1,4,2,1,19,1
128,-10001,1,0,4,1,1,0,0
77,60000,60,1,4,1,1,18,11
78,7000,61,1,1,2,1,18,1
41,0,77,0,1,1,1,19,0
26,0,76,0,3,2,1,16,0
11,21500,28,6,2,1,1,15,8
20,0,25,2,3,2,1,16,0
77,0,75,0,4,2,1,18,0
78,5000,39,1,1,2,1,21,1
90,120000,39,1,1,1,1,21,1
86,-10001,11,0,1,1,1,8,0
91,-10001,9,0,3,2,1,6,0
156,0,77,0,2,1,1,16,0
100,35000,62,1,1,1,1,16,1
14,30300,57,1,2,2,1,21,11
16,40000,59,7,3,1,1,21,0
2,4000,29,1,3,1,1,19,1
23,-10001,8,0,1,1,1,7,0
2,50000,29,7,1,2,1,20,1
54,0,75,1,1,1,1,21,0
51,50000,64,3,3,2,1,18,1
56,56000,63,1,1,2,1,20,1
38,0,65,1,1,1,1,16,0
52,0,82,0,4,2,1,16,0
2,0,54,0,1,1,1,16,0
33,56000,44,1,2,1,1,21,1
43,50000,47,1,3,2,1,20,1
32,0,17,0,2,1,1,14,0
36,-10001,14,0,2,2,1,11,0
11,60000,55,1,3,1,1,16,1
11,30000,56,1,1,2,1,16,1
116,0,76,0,4,2,1,20,0
24,60000,44,1,3,1,1,16,1
31,30000,43,1,4,2,1,20,1
31,26000,19,1,4,1,1,16,1
31,5000,17,1,3,1,1,14,0
30,80000,55,2,1,2,1,21,1
27,0,58,1,2,1,1,15,0
40,0,27,1,4,1,1,16,0
26,0,21,1,3,1,1,16,0
121,0,64,1,2,1,1,23,0
124,0,64,0,1,2,1,21,0
53,0,70,0,3,1,2,20,0
91,19000,40,1,1,2,8,19,1
94,80000,47,4,3,1,8,19,1
68,-10001,13,0,4,1,8,9,0
167,60000,50,1,2,1,1,16,11
197,5000,33,1,4,2,1,1,1
81,31200,69,2,1,2,1,22,11
34,4000,53,3,4,2,1,22,0
31,-7400,51,6,1,1,1,18,11
26,0,25,0,1,2,1,16,0
237,0,56,0,1,1,1,16,0
87,32000,56,1,2,2,1,19,1
25,30000,50,1,3,2,1,21,10
25,28000,23,1,1,1,1,18,1
40,34000,23,1,3,2,1,20,1
46,67000,50,1,2,2,9,20,1
212,0,84,0,2,2,2,16,0
194,0,83,0,2,1,2,16,0
347,27000,28,1,4,1,2,16,1
29,38000,29,2,1,2,1,21,1
29,75000,30,1,3,1,1,16,1
20,-10001,2,0,4,1,1,0,0
84,78000,37,1,2,1,1,16,1
74,38000,36,6,4,2,1,20,1
19,52000,34,4,2,2,1,17,0
15,46000,46,1,3,1,1,16,1
20,-10001,15,0,1,2,1,12,0
15,-10001,12,0,1,1,1,9,0
20,-10001,5,0,2,2,1,3,0
20,5700,17,1,2,2,1,14,1
17,15000,17,1,2,1,1,13,1
16,-10001,14,0,3,1,1,10,0
15,-10001,11,0,3,1,1,8,0
49,140000,58,1,4,2,1,16,1
63,45000,29,1,4,1,1,21,11
22,0,74,1,3,2,1,16,0
151,0,41,1,1,2,6,19,0
62,0,78,0,4,1,2,19,0
219,99000,47,1,2,1,1,21,1
184,54000,44,3,4,2,1,22,1
151,0,17,0,4,1,1,14,0
274,0,16,0,4,2,1,12,0
189,2000,60,5,2,2,2,18,1
144,0,73,0,3,1,1,18,0
130,0,67,0,1,2,1,16,0
187,45000,45,3,1,1,1,18,1
33,157000,37,3,3,1,9,21,1
89,0,36,1,4,2,1,21,0
37,-10001,9,0,4,1,9,5,0
103,0,82,0,4,2,1,16,0
66,55000,45,1,3,1,1,19,1
62,45000,51,6,2,2,1,18,11
251,85000,57,1,3,2,2,22,11
32,31000,49,6,1,2,1,16,1
28,0,58,0,1,1,1,16,0
14,0,89,0,2,1,2,24,0
14,0,85,0,1,2,2,19,0
56,360,53,1,4,1,1,16,1
70,0,51,1,3,2,1,16,0
130,0,68,0,1,1,1,21,0
142,0,71,0,2,2,1,22,0
354,66000,28,1,2,1,1,19,1
131,730,78,1,1,1,1,20,1
120,0,75,0,1,2,1,20,0
139,0,50,0,1,1,1,15,0
41,40000,22,1,1,1,3,15,1
86,0,22,1,1,2,1,16,0
31,-10001,3,0,4,1,3,1,0
31,-10001,0,0,2,2,3,0,0
135,0,48,0,2,2,1,16,0
160,0,46,0,4,1,9,16,0
63,0,86,0,1,1,1,24,0
79,6000,69,6,3,1,1,21,11
78,3000,69,4,1,2,1,22,1
45,0,75,0,1,2,1,23,0
40,0,78,0,1,1,1,21,0
32,0,63,1,4,1,1,16,0
96,2300,23,6,2,2,1,21,10
72,15000,24,1,1,1,1,21,1
59,100000,54,3,3,1,1,21,1
54,17000,54,3,3,2,1,21,1
53,1300,24,2,2,1,1,17,1
490,0,42,0,3,1,1,14,0
463,0,38,0,3,2,1,10,0
492,0,16,0,1,1,1,12,0
481,-10001,13,0,2,2,1,10,0
757,-10001,9,0,2,1,1,6,0
481,-10001,7,0,4,2,1,4,0
479,-10001,5,0,2,2,1,1,0
722,-10001,2,0,3,2,1,0,0
44,24000,26,1,2,2,1,20,11
70,50000,24,1,4,1,1,20,1
68,-10001,0,0,1,2,1,0,0
46,95000,61,1,1,1,1,17,0
16,30000,58,1,1,2,9,12,1
71,0,95,0,3,1,1,19,0
145,0,84,0,2,2,1,16,0
83,40000,42,1,1,1,1,20,1
140,38000,59,6,3,1,1,11,1
114,155000,59,2,4,2,1,11,11
110,17000,20,1,2,2,1,12,11
30,0,75,0,1,1,1,16,0
30,0,78,0,1,2,1,15,0
117,70000,69,4,3,2,2,18,11
188,8000,38,1,1,1,2,18,0
254,-10001,4,0,4,2,2,2,0
61,18000,68,4,3,2,1,16,11
59,0,72,0,1,1,1,13,0
23,0,86,0,3,2,1,16,0
113,2000,21,1,1,2,1,20,0
113,104000,55,1,2,2,1,21,11
305,4000,21,2,2,1,1,18,1
108,155000,50,1,3,1,1,21,1
118,9000,50,1,4,2,1,16,0
173,30500,34,1,4,1,1,20,1
103,1000,31,2,2,2,1,18,0
67,60000,31,1,1,1,1,20,1
91,-10001,1,0,4,1,1,0,0
129,-10001,0,0,2,2,1,0,0
18,2000,60,1,3,1,1,19,0
20,0,59,1,3,2,1,18,0
185,103000,27,1,1,1,1,21,11
238,60000,25,1,4,2,1,21,1
83,0,33,1,2,2,1,18,0
73,40000,34,1,4,1,1,15,0
110,-10001,6,0,4,1,1,1,0
72,-10001,2,0,4,1,1,0,0
16,18000,44,3,2,2,1,20,1
28,80000,48,3,2,1,1,22,1
19,0,17,0,2,2,1,14,0
18,0,17,0,1,2,1,14,0
68,0,86,0,4,2,1,24,0
70,45000,45,2,2,2,1,20,11
82,75000,45,1,2,1,1,16,1
119,-10001,10,0,4,1,1,7,0
355,20000,48,1,1,2,1,16,1
280,12000,18,1,3,2,1,16,1
27,0,86,0,1,1,1,16,0
28,0,86,0,1,2,1,16,0
21,15000,69,1,3,2,1,16,1
50,50000,35,4,2,1,1,22,0
30,107600,35,1,3,2,1,22,1
27,-10001,1,0,1,2,1,0,0
100,80000,52,1,1,1,1,19,1
96,15000,60,1,4,2,1,16,1
138,35000,21,1,1,1,1,19,1
151,51000,48,1,1,2,2,16,1
172,0,19,0,1,2,2,16,0
135,-10001,9,0,1,1,2,9,0
154,0,47,0,1,1,2,16,0
86,41000,49,2,3,2,1,21,1
97,100000,54,1,2,1,1,22,1
73,6000,17,1,1,1,1,14,1
119,-10001,15,0,1,2,1,12,0
88,-10001,10,0,2,1,1,6,0
402,0,64,0,4,2,1,22,0
377,21800,31,1,1,2,9,19,1
690,10000,78,6,3,1,2,12,1
96,51000,30,1,4,1,1,19,1
105,26000,27,4,4,2,1,21,1
21,45000,50,2,2,2,1,21,11
27,46000,57,1,2,1,1,19,1
14,10400,18,1,1,2,1,16,1
53,0,60,0,2,2,1,20,0
34,10200,70,6,2,1,1,14,1
32,0,74,0,3,2,1,16,0
30,32400,73,1,3,1,1,16,1
117,0,82,0,2,2,1,17,0
217,25000,58,1,2,1,1,12,1
192,25000,46,1,3,2,1,7,1
170,0,18,9,4,1,1,14,0
202,0,17,9,1,2,1,13,0
202,-10001,15,0,1,2,1,11,0
319,-10001,12,0,3,1,1,8,0
319,30000,39,1,4,2,1,17,1
190,0,19,1,2,2,1,14,0
324,0,16,9,2,2,1,12,0
324,-10001,15,0,3,2,1,11,0
362,-10001,0,0,3,1,1,0,0
33,152000,60,1,3,1,1,19,11
30,1200,53,3,4,2,1,19,0
39,5000,19,1,4,1,1,19,0
39,26000,39,7,3,1,1,16,1
25,28100,34,1,2,2,1,16,1
18,-10001,10,0,2,2,1,7,0
20,-10001,8,0,2,2,1,5,0
152,32000,43,5,2,1,1,20,1
173,0,41,0,4,2,1,18,0
49,90000,25,1,3,1,1,18,1
47,15000,23,1,4,2,1,20,0
26,-10001,2,0,2,1,1,0,0
41,0,85,0,1,2,1,16,0
194,128000,61,1,4,1,1,19,11
171,0,57,0,3,2,1,21,0
161,0,21,1,4,2,1,15,0
13,42000,70,8,2,1,1,12,1
16,0,70,0,3,2,1,16,0
27,31000,37,1,1,1,1,17,1
81,0,76,0,3,1,1,16,0
503,50000,38,1,2,1,2,19,1
517,22000,52,2,3,2,2,15,1
73,22500,45,1,4,2,8,21,1
58,26000,43,1,1,1,8,16,0
59,0,16,0,4,1,8,13,0
121,53000,48,1,1,1,1,16,1
159,0,44,0,3,2,1,16,0
149,0,20,1,2,2,1,19,0
121,-10001,15,0,3,1,1,12,0
120,-10001,10,0,2,2,1,7,0
125,-10001,5,0,4,1,1,2,0
116,-10001,3,0,3,1,1,1,0
80,135000,55,5,4,1,1,21,11
86,90000,53,1,3,2,1,22,1
102,85000,40,1,4,1,6,21,11
79,0,36,0,1,2,6,22,0
84,-10001,6,0,3,2,6,4,0
22,0,62,1,2,2,1,20,0
163,95000,27,1,1,1,1,21,1
134,140000,59,1,3,1,1,21,11
134,20000,57,3,2,2,1,21,1
96,42000,39,3,3,2,1,21,1
51,-10001,12,0,3,2,1,9,0
94,60000,37,3,2,1,1,22,1
86,50000,35,1,2,2,1,20,1
105,-10001,7,0,2,2,1,5,0
143,-10001,4,0,2,1,1,2,0
90,200000,39,7,4,2,1,17,11
103,50000,41,7,1,1,1,16,11
189,0,16,0,2,1,1,12,0
39,2500,65,2,4,2,1,19,11
43,0,73,0,2,1,1,14,0
130,66000,32,3,1,2,1,22,1
136,67000,32,1,1,1,1,21,1
115,-10001,3,0,3,2,1,2,0
130,-10001,1,0,1,1,1,0,0
214,31000,38,7,1,1,1,19,1
220,3000,37,1,2,2,1,19,0
175,-10001,4,0,1,1,1,1,0
175,-10001,1,0,1,1,1,0,0
186,-10001,0,0,2,2,1,0,0
238,0,89,0,1,2,1,16,0
81,0,34,0,3,2,1,21,0
21,0,63,1,4,2,1,17,0
32,880,57,3,1,1,9,21,1
104,46100,25,1,3,1,1,21,11
129,75000,26,1,1,1,1,16,11
36,0,42,0,1,2,1,18,0
30,87000,42,1,2,1,1,20,1
37,-10001,13,0,4,1,1,9,0
37,-10001,9,0,2,1,1,6,0
14,40000,62,1,4,2,1,20,1
17,45000,67,1,2,1,1,18,0
34,100000,59,1,3,1,1,19,1
36,20000,59,1,4,2,1,21,1
95,148000,65,4,1,1,1,24,1
96,92000,55,3,3,2,1,22,1
15,0,61,1,2,1,1,19,0
9,330,35,6,4,2,1,16,11
9,36400,37,1,2,1,1,16,1
176,41000,24,3,2,2,1,21,1
42,50000,28,3,4,1,1,21,1
83,0,78,1,1,1,1,16,0
81,0,77,0,2,2,1,16,0
68,0,85,0,3,1,1,18,0
81,12000,62,1,2,1,6,23,1
62,19500,74,1,2,2,6,19,0
36,37000,41,1,3,2,1,20,1
35,-10001,5,0,4,2,1,2,0
30,-10001,3,0,4,1,1,1,0
106,38400,25,5,1,2,2,18,1
163,-10001,2,0,1,2,2,0,0
163,-10001,0,0,3,2,2,0,0
79,0,89,0,3,2,1,19,0
26,0,68,0,2,1,1,18,0
136,0,59,0,3,2,1,16,0
42,0,21,0,3,1,9,17,0
41,-10001,4,0,4,1,9,1,0
84,0,79,0,2,1,8,21,0
46,26400,63,1,2,2,1,16,1
41,32000,62,1,1,1,1,16,1
79,245000,56,1,3,1,1,19,1
95,12000,37,3,4,2,1,21,1
91,-10001,13,0,2,1,1,10,0
91,-10001,12,0,4,1,1,8,0
89,-10001,10,0,3,1,1,7,0
91,-10001,8,0,2,1,1,5,0
77,-10001,6,0,2,2,1,3,0
110,130000,39,1,3,1,1,22,11
71,32000,65,1,4,1,1,16,1
193,41000,23,1,2,1,2,21,1
27,30000,67,7,2,1,1,15,0
20,0,66,0,2,2,1,16,0
177,0,95,0,1,2,1,16,0
43,62000,62,1,3,1,1,20,1
16,10000,32,1,4,2,1,16,1
26,0,63,0,2,2,1,20,0
194,18000,31,2,2,2,1,19,1
103,40000,28,1,4,1,1,1,1
180,-10001,11,0,4,1,1,7,0
155,0,53,2,4,1,1,18,0
164,0,59,0,1,1,1,1,0
28,236000,64,2,1,1,1,22,1
29,88000,60,2,2,2,1,19,11
72,0,63,0,2,2,1,20,0
633,25000,36,3,4,2,2,17,1
68,85000,41,2,3,2,1,22,1
51,80000,37,1,1,1,1,21,1
48,-10001,13,0,4,1,1,9,0
62,-10001,11,0,4,2,1,7,0
62,-10001,8,0,2,2,1,5,0
41,-10001,4,0,3,1,1,2,0
199,25000,61,7,4,1,2,21,1
115,10000,54,6,4,1,1,19,1
57,8000,17,1,1,1,1,14,0
131,88000,38,1,1,2,8,1,1
294,31300,19,7,4,1,8,14,0
121,-10001,14,0,4,2,8,11,0
153,0,17,0,4,2,8,14,0
85,10100,54,1,3,2,1,21,1
114,-10001,13,0,1,1,1,10,0
20,0,55,0,1,2,1,13,0
71,0,53,0,2,2,1,16,0
87,34000,60,1,4,1,1,16,1
158,0,30,0,3,1,1,16,0
149,17000,55,6,3,2,1,19,11
145,34000,58,1,4,1,1,16,1
181,1100,75,6,3,2,1,19,11
181,0,79,0,3,1,1,16,0
30,0,83,0,3,1,1,16,0
27,0,79,0,1,2,1,16,0
131,32000,28,1,4,2,1,16,1
196,-10001,2,0,2,1,9,0,0
81,32000,28,1,3,2,1,16,1
69,-10001,6,0,1,2,1,3,0
40,15000,72,1,4,2,1,17,1
22,0,51,0,1,2,9,18,0
13,-10001,12,0,1,1,9,9,0
12,-10001,10,0,3,2,9,8,0
92,50000,37,2,3,1,1,21,1
77,60000,35,3,2,2,1,22,0
70,-10001,9,0,3,1,1,6,0
87,-10001,8,0,1,2,1,5,0
85,-10001,7,0,2,2,1,4,0
80,0,77,0,1,2,2,18,0
106,0,81,0,2,2,1,19,0
22,0,65,1,4,1,1,21,0
25,100000,64,1,1,2,1,21,1
92,0,84,0,1,1,1,16,0
55,39000,27,1,1,1,1,20,11
17,0,76,0,2,1,1,18,0
18,0,75,0,4,2,1,16,0
281,0,67,0,1,2,9,8,0
400,103000,43,1,3,1,9,10,1
113,95000,57,1,3,1,6,22,1
93,95000,47,1,3,2,6,22,1
108,30000,22,1,1,1,6,21,11
105,0,20,1,4,1,6,19,0
64,122000,54,1,3,1,1,21,1
29,80000,51,2,2,2,1,21,1
21,90000,50,1,3,2,1,19,1
26,40000,49,1,3,1,1,14,1
128,14000,72,2,4,2,1,20,0
122,0,72,0,3,1,1,19,0
77,55000,66,1,4,1,1,22,11
85,65000,56,1,1,2,2,21,1
139,12300,16,1,2,1,9,14,1
44,180000,47,1,2,1,1,1,1
59,72000,50,3,1,2,1,22,1
69,24000,23,1,3,1,1,19,1
69,40000,20,4,1,1,1,19,1
154,55000,39,3,2,1,1,20,1
187,62000,39,1,1,2,1,21,11
178,-10001,5,0,4,1,1,1,0
151,-10001,0,0,1,2,1,0,0
70,26000,72,6,4,1,1,23,1
64,0,76,1,2,2,1,21,0
120,79000,30,1,3,1,1,16,1
147,50000,29,1,3,2,1,20,1
104,-10001,3,0,2,2,1,1,0
102,-10001,3,0,1,2,1,1,0
130,0,82,7,2,1,1,21,0
65,0,63,0,2,2,2,17,0
429,100000,48,1,3,2,1,21,11
472,24000,59,1,2,1,1,19,1
413,8800,24,1,2,2,1,20,1
402,2900,17,1,3,1,1,16,1
31,59000,61,1,3,1,1,16,1
31,0,73,0,3,2,1,16,0
76,56000,68,2,2,2,1,21,1
103,99000,41,3,2,1,1,22,1
102,60000,39,3,1,2,1,22,1
102,-10001,10,0,2,1,1,7,0
105,-10001,7,0,2,2,1,4,0
74,0,67,0,1,1,1,22,0
70,0,67,0,1,2,1,18,0
452,140000,33,1,1,1,1,16,1
224,38400,48,3,1,1,1,24,1
97,59900,59,7,1,1,1,16,1
85,0,74,0,4,1,1,22,0
88,0,70,0,3,2,1,24,0
78,40000,64,2,1,2,1,16,1
132,25000,38,2,3,2,1,16,1
103,-10001,8,0,1,2,1,5,0
155,0,41,2,2,1,1,16,0
25,0,64,1,3,1,1,19,0
7,0,67,1,4,2,3,17,0
78,0,76,0,1,1,2,20,0
88,0,63,0,2,2,2,19,0
140,0,91,0,2,2,1,17,0
88,0,81,0,4,1,1,16,0
75,0,68,0,3,2,1,16,0
207,0,65,0,1,2,2,20,0
57,28000,52,1,2,2,1,18,1
53,28000,55,1,1,1,1,16,1
51,-10001,14,0,1,1,1,12,0
59,65000,30,1,1,1,1,21,11
58,22000,29,1,4,2,1,21,11
33,-10001,0,0,2,1,1,0,0
51,0,64,0,2,2,1,16,0
44,0,66,0,4,1,1,19,0
22,0,91,0,4,2,1,18,0
154,53000,25,1,2,2,1,22,11
149,73000,25,1,2,1,1,21,1
62,0,53,0,1,2,1,19,0
67,0,38,0,3,2,1,16,0
24,40000,26,3,4,1,1,19,1
25,32000,24,1,4,2,1,19,1
23,-10001,4,0,3,1,1,1,0
144,0,64,0,3,1,1,16,0
46,70000,72,5,2,2,1,17,1
203,0,71,0,1,2,1,21,0
217,0,72,0,2,1,1,21,0
63,0,95,0,4,2,1,19,0
67,26900,43,1,2,1,1,21,1
67,41600,42,5,4,2,1,21,11
73,73000,50,1,3,1,1,21,1
78,76000,43,3,1,2,1,22,1
17,5200,50,3,4,2,1,22,11
127,0,74,0,1,2,1,18,0
119,0,77,1,4,1,1,21,0
68,0,79,0,2,2,9,18,0
52,0,79,0,4,1,1,18,0
82,0,75,0,1,2,1,22,0
76,0,74,4,4,2,1,18,0
79,0,79,0,4,1,1,18,0
10,4,62,6,2,1,1,16,1
11,49000,61,2,1,2,1,22,1
195,61000,38,2,4,2,1,22,1
248,113000,45,1,4,1,1,21,11
189,-10001,6,0,3,2,1,3,0
106,0,61,0,4,1,1,21,0
119,32400,46,1,3,1,2,21,1
85,0,73,0,4,1,1,18,0
89,0,73,0,2,2,1,20,0
82,0,75,1,4,2,1,14,0
44,0,68,0,4,2,1,16,0
41,0,72,0,3,1,1,19,0
63,35500,36,2,2,1,1,23,1
131,42600,57,1,2,1,6,1,1
190,30000,58,1,1,2,6,16,1
49,0,19,0,4,1,6,16,0
51,0,66,1,4,1,1,19,0
46,18000,66,7,4,2,1,19,11
100,120000,48,1,3,1,1,22,11
12,0,58,1,3,2,1,16,0
12,0,63,1,2,1,1,16,0
18,65000,32,2,2,1,1,21,1
80,0,39,7,4,1,1,19,0
71,0,34,1,2,2,1,18,0
100,-10001,0,0,4,1,1,0,0
81,102000,29,2,1,2,1,24,1
213,0,56,6,1,2,1,16,0
241,0,65,7,2,1,1,16,0
16,0,41,7,3,1,1,16,0
18,0,38,0,1,2,1,21,0
15,-10001,12,0,4,1,1,9,0
14,-10001,12,0,4,2,1,9,0
15,-10001,9,0,1,1,1,6,0
14,-10001,3,0,1,2,1,1,0
94,52000,51,1,1,2,1,16,1
65,489000,56,1,4,1,1,20,1
119,22800,28,1,4,2,1,16,1
132,3100,18,7,3,2,1,16,1
114,0,74,0,4,2,9,18,0
18,0,73,0,1,1,1,16,0
26,0,73,5,4,2,1,16,0
79,0,66,0,4,2,2,20,0
84,7000,43,1,2,2,1,20,1
89,489000,37,1,2,1,1,15,1
95,-10001,15,0,2,2,1,13,0
28,0,73,1,2,2,1,16,0
82,15000,67,2,4,2,1,21,1
90,50000,63,1,3,1,1,21,1
34,26700,64,1,1,2,1,16,1
46,23500,64,6,2,1,1,20,11
33,75000,49,1,3,1,1,16,1
43,15000,47,3,3,2,1,16,1
56,0,16,0,2,1,1,14,0
31,-10001,14,0,2,1,1,11,0
32,-10001,11,0,1,2,1,9,0
75,37000,65,1,3,2,1,20,1
71,40000,65,1,1,1,1,21,1
127,91000,66,7,2,1,1,16,0
163,0,54,1,4,2,1,18,0
61,44000,65,1,4,1,1,21,1
73,50000,62,3,2,2,1,21,1
76,22000,57,1,4,2,2,18,1
244,0,61,0,3,1,1,16,0
90,55000,58,1,2,1,1,20,1
72,0,62,1,2,2,1,18,0
54,9500,33,6,4,2,1,19,1
52,60000,38,1,1,1,1,16,1
93,0,63,0,1,1,1,19,0
86,0,60,1,3,2,1,21,0
84,26000,33,2,1,2,1,16,11
71,60000,35,3,3,1,1,22,1
56,-10001,8,0,4,1,1,4,0
66,-10001,5,0,2,2,1,2,0
54,-10001,3,0,3,1,1,2,0
44,349000,57,6,4,1,1,23,1
37,3600,17,1,1,2,6,14,1
150,0,84,0,2,1,9,15,0
80,0,58,0,2,1,2,13,0
34,0,80,0,2,2,1,16,0
33,0,81,0,4,1,1,16,0
69,79000,52,6,3,1,1,16,1
82,46000,52,2,4,2,1,19,1
85,0,16,0,4,1,1,13,0
79,-10001,13,0,4,2,1,10,0
62,0,63,5,2,2,2,21,0
66,0,65,0,3,1,2,18,0
52,0,61,1,2,2,2,19,0
24,0,58,0,2,2,1,21,0
22,0,74,1,2,1,1,23,0
75,7000,72,5,3,1,1,20,0
82,16000,70,7,1,2,1,20,1
57,32000,51,2,2,2,1,20,11
82,9600,19,6,4,2,1,16,1
81,7300,18,1,3,2,1,16,1
88,68000,32,2,3,1,1,22,11
60,73000,29,4,2,2,6,21,1
219,0,81,0,2,2,2,18,0
247,7000,83,1,4,1,2,17,1
80,113000,65,1,1,2,2,22,11
33,0,67,0,1,2,1,19,0
29,0,68,0,4,1,1,14,0
94,65000,36,2,1,2,1,21,1
102,62000,39,1,2,1,1,16,1
117,-10001,14,0,1,2,1,10,0
91,-10001,10,0,4,1,1,6,0
139,65000,28,1,1,2,1,21,1
114,0,26,2,3,2,1,21,0
97,-10001,3,0,3,1,1,1,0
135,0,82,0,4,2,1,21,0
121,0,83,0,2,1,1,23,0
25,81000,52,1,2,1,1,20,1
32,80000,40,2,1,2,1,22,1
22,16000,18,2,4,2,1,19,0
39,10000,16,1,4,1,1,13,1
177,200000,38,1,4,1,1,23,1
24,105000,45,4,2,1,1,21,11
31,75000,44,3,3,2,1,22,1
33,-10001,15,0,2,2,1,12,0
29,-10001,12,0,4,2,1,9,0
86,250,80,3,2,2,1,18,0
41,0,33,0,3,1,1,16,0
400,0,71,0,2,2,1,16,0
371,0,73,0,3,1,1,16,0
86,0,27,1,3,2,1,19,0
88,48000,28,3,2,1,1,18,1
89,-10001,9,0,3,2,1,6,0
103,-10001,6,0,3,1,1,4,0
115,-10001,2,0,1,1,1,0,0
165,0,79,6,3,1,1,22,0
138,0,71,3,1,2,1,22,0
177,6800,75,1,2,2,1,16,1
161,0,79,0,1,1,1,20,0
108,60000,43,3,4,2,1,22,1
127,55000,43,3,1,1,1,21,1
145,350,16,3,1,2,1,13,1
145,-10001,14,0,1,2,1,11,0
117,15500,54,7,2,1,1,20,1
33,0,67,0,4,2,1,21,0
33,15000,71,1,2,1,1,23,0
47,72000,27,1,1,1,1,19,11
87,0,66,0,1,2,1,19,0
84,0,66,0,3,1,1,21,0
50,60000,50,1,3,1,1,16,1
41,14600,52,3,2,2,1,16,1
62,15000,23,1,3,1,1,20,1
81,0,42,3,3,2,9,24,0
94,489000,42,2,1,1,1,24,1
105,-10001,10,0,3,1,9,6,0
83,-10001,5,0,4,2,9,2,0
86,0,95,0,2,2,1,20,0
82,0,91,0,3,1,1,16,0
51,0,70,1,4,2,1,16,0
2,0,63,1,1,1,1,17,0
46,0,86,0,1,2,1,16,0
104,30000,32,1,1,1,1,16,1
85,-10001,12,0,2,1,1,9,0
85,78000,68,1,2,1,1,19,1
109,0,61,0,3,2,1,13,0
88,36000,33,1,3,1,1,19,1
86,-10001,11,0,4,2,1,7,0
88,-10001,8,0,2,2,1,4,0
89,960,33,1,4,2,1,19,1
118,133000,46,1,1,2,1,21,11
86,3000,16,1,1,2,1,13,1
102,1000,21,1,3,2,1,21,0
37,6000,44,1,4,1,1,18,11
20,-10001,11,0,2,2,1,8,0
19,-10001,11,0,2,2,1,8,0
19,-10001,8,0,2,2,1,5,0
94,60000,53,1,1,2,1,22,11
88,120000,55,7,2,1,1,21,1
120,8000,23,1,4,1,1,21,1
96,0,63,0,1,1,1,21,0
94,60000,59,1,4,2,1,19,1
72,0,61,0,1,2,1,16,0
84,11000,61,1,4,1,1,16,1
167,45000,36,1,1,1,1,16,1
87,25000,19,1,3,1,1,20,1
194,80000,31,1,3,1,6,22,1
203,0,37,0,3,2,6,22,0
29,90000,26,1,3,1,1,22,11
34,30000,26,1,2,2,1,21,11
34,0,28,0,4,2,9,21,0
28,21600,28,1,3,1,9,21,11
58,0,85,0,4,2,1,18,0
26,0,62,1,4,1,1,16,0
28,25000,59,4,2,2,1,18,1
221,110000,27,1,1,1,1,22,1
178,201000,27,1,3,2,1,21,1
92,35000,27,2,4,2,9,19,1
136,12000,26,6,4,1,2,19,1
56,-10001,4,0,4,1,9,2,0
