PWGTP,PERNP,AGEP,COW,QTRBIR,SEX,RAC1P,SCHL,JWTRNS
61,-10001,7,0,2,2,9,4,0
64,-10001,7,0,2,2,9,4,0
74,-10001,3,0,2,1,9,1,0
76,-10001,1,0,3,2,9,0,0
25,0,67,1,4,2,1,20,0
32,0,76,0,2,1,1,18,0
64,17600,70,7,1,2,1,23,0
73,0,72,0,2,1,1,23,0
12,0,81,0,4,1,1,23,0
83,24000,37,1,2,1,1,21,1
74,0,35,0,4,2,1,18,0
72,-10001,7,0,2,2,1,4,0
59,-10001,6,0,3,1,1,4,0
82,-10001,4,0,1,2,1,1,0
160,45000,45,1,1,2,9,19,1
245,7100,49,3,3,1,2,20,1
203,2000,18,3,2,2,2,16,0
56,1000,17,1,2,1,2,14,0
83,144000,63,6,2,1,1,16,1
71,0,63,0,1,2,1,18,0
44,0,70,0,1,1,1,16,0
40,0,70,0,4,2,1,16,0
149,0,64,0,3,1,2,15,0
113,0,65,0,4,2,2,16,0
22,70000,54,1,2,1,9,19,1
29,0,56,0,1,2,1,16,0
34,25700,22,1,1,2,1,20,1
44,0,85,0,2,2,1,16,0
12,11100,69,6,4,1,1,16,1
14,19100,65,1,2,2,1,18,1
81,47000,58,1,3,2,1,21,1
74,50000,57,7,2,1,1,21,1
49,0,74,0,4,2,1,19,0
358,9000,19,1,1,2,2,16,1
285,35000,34,1,3,2,2,19,1
106,49000,57,1,1,2,2,20,1
40,0,59,1,2,2,1,1,0
37,0,66,0,3,2,1,21,0
32,54000,44,3,4,2,1,22,1
40,36000,45,7,4,1,1,16,1
29,500,16,1,2,1,1,13,0
31,-10001,13,0,4,2,1,10,0
50,0,84,0,2,1,1,18,0
50,0,79,0,2,2,1,16,0
84,6900,30,1,1,1,1,21,0
70,100000,39,1,4,2,1,21,1
31,9600,18,1,3,2,1,14,0
76,115000,38,1,2,2,1,21,1
83,95000,39,1,3,1,1,21,1
77,-10001,8,0,2,2,1,6,0
73,-10001,6,0,3,1,1,1,0
94,-10001,3,0,2,1,1,1,0
149,0,72,1,3,1,6,22,0
105,0,66,0,3,2,6,21,0
116,33000,49,1,1,2,2,16,1
131,14000,21,1,2,2,2,14,1
105,-10001,8,0,3,1,2,5,0
144,0,62,0,1,2,8,19,0
130,1800,52,6,4,2,1,19,1
161,25000,32,1,2,1,9,16,1
331,7500,23,1,4,2,9,19,0
140,-10001,0,0,1,2,9,0,0
106,49700,43,2,1,1,1,22,1
128,27300,42,3,1,2,1,19,1
106,2100,16,2,3,1,1,13,1
250,55000,51,1,4,2,2,20,1
257,9500,53,6,4,1,2,20,0
28,0,74,0,3,1,1,22,0
23,0,75,0,2,2,1,22,0
47,36000,52,2,3,2,1,20,1
41,0,18,2,1,1,1,14,0
28,6100,18,1,1,2,1,14,1
62,3500,78,2,4,2,1,21,0
82,28000,26,5,1,1,1,16,1
75,0,71,0,2,1,1,20,0
78,0,72,0,3,2,1,16,0
223,32000,50,1,3,1,9,11,1
217,8500,18,1,3,2,9,14,1
56,0,33,0,2,2,1,19,0
64,53000,35,1,2,1,1,24,1
74,-10001,11,0,4,1,1,8,0
83,-10001,8,0,1,2,1,5,0
132,-10001,4,0,4,2,1,1,0
53,-10001,1,0,1,1,1,0,0
142,0,68,0,1,2,2,12,0
152,0,77,0,1,1,2,16,0
13,0,62,3,4,1,3,14,0
28,0,21,1,1,1,3,16,0
87,80000,62,2,2,2,1,22,1
84,120000,59,1,4,1,1,21,1
84,95000,41,1,3,1,1,21,1
89,2500,41,1,2,2,1,21,1
93,-10001,13,0,4,2,1,10,0
91,-10001,11,0,2,1,1,8,0
83,50000,44,6,1,2,1,20,12
87,135000,52,1,1,1,1,19,1
84,-10001,14,0,2,2,1,11,0
108,-10001,11,0,1,1,1,8,0
123,10000,62,1,2,1,1,19,1
18,0,72,0,3,2,1,16,0
20,0,75,0,4,1,5,12,0
1,30000,53,1,2,2,1,20,1
177,0,57,0,1,1,2,16,0
192,78000,60,2,2,2,2,17,1
191,0,85,0,1,2,2,20,0
53,34700,62,1,1,1,1,19,1
16,74000,56,1,1,2,9,21,1
78,0,37,0,3,1,1,14,0
107,-10001,13,0,1,1,1,10,0
17,25000,26,6,1,1,1,16,1
24,37000,25,6,1,1,1,16,1
187,109000,35,1,1,1,6,21,1
143,0,34,0,4,2,6,21,0
119,-10001,4,0,4,2,6,1,0
120,-10001,2,0,2,2,6,0,0
20,170000,42,7,2,1,1,24,1
14,16400,42,2,4,2,8,18,1
9,-10001,3,0,2,2,9,1,0
9,0,17,0,4,2,9,13,0
623,0,28,0,2,2,2,16,0
22,0,76,0,2,2,1,16,0
26,0,77,0,1,1,1,16,0
130,16000,26,6,2,2,1,17,1
121,30100,32,2,1,2,1,20,1
112,30000,27,1,1,2,1,16,1
82,44500,25,1,4,2,1,20,1
105,30900,33,1,4,1,1,18,1
51,188000,44,1,1,1,9,12,1
44,14400,44,2,3,2,9,20,11
59,0,22,1,2,2,9,16,0
134,0,19,0,4,1,9,18,0
48,80000,57,2,1,2,1,21,1
49,90000,62,1,2,1,1,20,1
43,70000,29,1,3,1,1,21,1
40,15200,28,1,2,2,1,22,11
32,56000,25,1,2,1,1,20,1
41,25000,24,1,3,2,1,19,1
88,0,69,1,4,1,1,21,0
75,0,65,0,3,2,1,21,0
15,0,95,0,2,1,1,16,0
62,60000,42,1,3,1,1,21,1
43,0,38,0,4,2,1,21,0
26,-10001,11,0,2,2,1,7,0
33,-10001,9,0,1,1,1,5,0
54,-10001,3,0,4,2,1,1,0
24,-10001,0,0,3,1,1,0,0
160,40000,37,1,1,2,1,16,1
116,0,17,0,2,1,1,14,0
116,-10001,15,0,1,1,1,12,0
157,-10001,14,0,2,1,1,11,0
181,-10001,13,0,1,2,1,9,0
183,-10001,12,0,1,2,1,9,0
113,25000,37,1,3,1,1,17,1
139,60000,35,1,4,2,1,21,11
105,-10001,8,0,4,2,1,4,0
168,2500,18,1,4,2,1,13,1
93,-10001,15,0,1,1,1,12,0
121,-10001,0,0,3,2,9,0,0
396,10000,40,1,4,2,2,19,1
374,0,26,0,1,2,2,14,0
245,-10001,9,0,4,1,2,6,0
244,-10001,6,0,3,1,2,3,0
243,-10001,5,0,3,1,2,2,0
458,-10001,1,0,4,1,2,0,0
89,0,86,0,1,1,1,15,0
80,0,78,0,2,1,1,20,0
83,0,78,0,4,2,1,21,0
73,489000,51,7,2,1,1,21,1
73,80000,50,1,3,2,1,21,11
116,0,21,0,4,1,1,16,0
113,0,19,0,1,1,1,16,0
87,0,19,0,3,2,1,16,0
85,0,17,0,2,2,1,14,0
88,-10001,12,0,2,2,1,10,0
79,-10001,11,0,1,1,1,7,0
79,-10001,7,0,2,1,1,3,0
79,-10001,6,0,3,1,1,5,0
223,73000,32,1,2,1,8,17,1
91,120000,27,1,3,1,1,18,1
54,35000,26,3,3,2,1,21,1
26,0,85,0,4,2,1,11,0
75,0,68,1,2,1,1,1,0
65,0,68,0,2,2,1,1,0
201,30000,30,1,1,1,9,18,1
28,0,91,0,3,2,1,16,0
182,0,60,0,2,2,2,16,0
220,0,70,0,1,1,2,13,0
312,0,23,1,3,2,2,14,0
586,0,22,0,2,1,2,16,0
196,60000,42,1,1,2,1,17,1
183,-10001,13,0,3,1,1,10,0
175,-10001,9,0,3,2,1,5,0
173,-10001,9,0,3,2,1,5,0
26,0,72,0,3,2,1,19,0
33,0,71,0,3,1,1,19,0
135,25000,21,1,4,2,1,16,1
96,5000,21,3,4,1,1,16,1
87,38200,39,2,1,2,1,21,1
94,4000,18,1,1,1,1,16,1
45,51000,28,4,1,2,6,21,1
82,0,27,2,4,1,1,21,0
125,33000,68,1,1,2,2,14,11
103,20000,62,1,2,1,1,16,1
127,78000,59,7,2,1,1,22,1
49,34000,33,1,1,2,1,16,1
54,65000,34,1,1,1,1,19,1
102,240000,62,2,4,1,1,24,1
109,17000,60,3,2,2,1,22,1
35,50000,63,5,3,2,1,16,1
42,8000,22,1,1,2,1,19,1
40,3800,63,1,2,1,1,19,0
44,0,62,0,3,2,1,16,0
30,46000,40,1,1,1,1,16,1
125,60000,59,1,4,1,1,16,1
126,45000,58,2,4,2,1,22,1
152,63000,40,1,2,1,1,21,11
18,50000,55,1,4,1,1,16,1
13,0,50,1,2,2,1,16,0
151,80000,60,1,3,1,1,17,1
137,0,63,6,2,2,1,17,0
24,0,68,0,4,1,1,17,0
23,0,69,0,4,2,1,19,0
9,0,66,1,2,2,1,22,0
12,0,79,0,2,1,1,18,0
86,0,60,0,1,2,2,13,0
107,90000,57,1,3,1,1,21,1
37,0,85,0,3,1,1,16,0
9,0,61,1,4,2,1,21,0
35,44500,37,1,1,2,1,13,1
28,35000,48,1,4,1,1,17,1
31,5400,19,1,4,1,1,13,0
32,0,18,0,2,1,1,13,0
31,23400,19,1,1,1,1,13,0
31,0,63,1,2,1,1,18,0
43,0,71,0,3,2,1,18,0
54,0,67,7,3,1,1,16,0
55,2600,66,1,2,2,1,20,0
147,0,81,0,4,1,1,19,0
118,0,68,0,2,1,1,9,0
90,52000,39,2,1,2,1,21,1
68,1200,45,1,1,1,1,22,0
76,-10001,15,0,4,1,1,12,0
82,-10001,5,0,3,1,1,2,0
108,34000,25,1,2,2,1,16,1
195,130000,36,1,3,2,1,21,11
191,100000,36,1,4,1,1,19,1
194,-10001,6,0,4,1,1,3,0
194,-10001,5,0,2,1,1,1,0
167,-10001,1,0,3,2,1,0,0
105,10000,58,1,2,1,2,19,1
13,21500,35,3,4,2,1,16,1
17,50000,35,1,2,1,1,16,1
78,0,60,0,1,1,1,22,0
80,0,58,3,4,2,1,22,0
127,0,32,1,2,2,1,21,0
133,900,49,3,1,1,1,15,11
103,66000,36,1,4,1,2,21,11
103,-10001,13,0,2,2,2,10,0
158,0,72,0,4,1,1,18,0
125,0,83,0,4,1,9,19,0
178,0,83,0,1,2,9,16,0
200,90000,37,1,2,2,1,21,11
140,150000,38,1,1,1,1,21,1
142,-10001,11,0,4,2,1,7,0
117,24000,24,1,1,1,1,16,1
130,26000,21,1,1,1,1,16,1
40,63000,39,1,1,2,1,21,1
26,31000,28,1,4,2,9,19,1
29,15600,60,1,3,2,1,16,1
27,40000,61,1,2,1,1,20,1
19,0,63,3,4,2,1,20,0
32,55000,64,1,1,1,1,16,0
73,60000,71,7,4,1,1,22,11
79,30000,70,2,3,2,1,22,1
103,59000,38,2,2,2,1,22,11
83,-10001,14,0,2,1,1,11,0
134,11300,56,1,4,1,2,19,11
30,0,71,0,2,2,1,18,0
37,0,74,0,1,1,1,16,0
60,15000,53,1,1,2,1,20,2
52,0,51,0,2,1,2,16,0
83,0,31,1,1,1,1,17,0
686,53000,54,1,3,2,2,20,1
705,24000,36,1,2,1,2,18,1
91,0,74,0,2,2,1,18,0
26,0,77,1,4,1,1,21,0
18,0,73,0,3,2,1,21,0
77,0,84,0,4,2,1,16,0
60,0,70,0,2,2,1,11,0
27,3600,58,1,1,2,1,20,0
208,75000,43,1,2,2,1,16,1
143,0,16,0,1,1,1,12,0
111,-10001,9,0,1,2,1,5,0
26,0,64,0,1,1,8,18,0
83,44000,60,1,4,1,1,16,1
68,54000,60,1,1,2,1,16,1
99,14000,28,1,1,2,1,16,1
155,0,89,0,4,2,1,18,0
98,0,85,0,1,2,1,18,0
13,0,79,0,3,2,1,16,0
28,0,68,7,2,2,1,19,0
104,0,78,0,3,2,2,21,0
91,0,83,0,2,1,2,20,0
128,50000,44,1,2,1,2,17,1
183,0,42,1,3,2,2,20,0
67,3000,17,1,3,2,2,14,1
109,0,56,0,4,1,1,19,0
136,0,53,0,4,2,1,18,0
114,0,57,1,1,2,1,22,0
122,160000,57,1,2,1,1,22,1
339,80000,35,1,3,1,1,21,1
408,32000,31,1,4,1,1,20,1
648,38000,43,1,4,2,9,20,1
870,10000,21,1,2,2,9,16,1
877,0,18,0,1,2,9,16,0
49,0,66,2,4,2,1,16,0
48,9500,69,6,2,1,1,15,1
28,0,58,0,2,2,1,16,0
25,0,60,1,2,1,1,16,0
112,61000,64,3,4,2,1,21,1
111,73000,63,2,4,1,1,21,1
143,23900,53,3,4,2,9,19,1
52,12200,23,1,1,1,9,20,1
49,13700,20,1,3,2,9,19,1
148,0,79,0,4,2,9,11,0
157,29100,23,1,4,2,1,16,1
147,0,58,0,1,2,8,20,0
183,0,68,0,3,1,8,20,0
131,20000,33,2,2,2,8,21,1
79,-10001,5,0,3,1,8,3,0
72,-10001,1,0,1,1,8,0,0
118,20000,37,6,3,1,8,17,1
39,60000,38,4,2,1,1,19,11
39,-10001,12,0,4,2,1,9,0
39,-10001,9,0,4,1,1,6,0
42,98000,35,2,1,1,1,19,1
48,60000,35,4,1,2,1,21,1
31,-10001,2,0,4,2,1,0,0
32,-10001,0,0,3,2,1,0,0
14,40000,60,1,2,1,1,16,1
143,5500,47,4,3,2,2,21,1
91,30000,58,1,2,1,2,17,1
143,0,74,0,3,1,1,22,0
152,0,63,5,3,2,1,22,0
88,198000,36,1,1,2,1,21,1
84,115000,40,1,3,1,1,21,1
18,0,76,0,3,2,1,24,0
20,0,77,0,3,1,1,23,0
39,0,65,0,2,2,1,16,0
38,0,72,0,4,1,1,17,0
46,0,16,0,4,1,1,11,0
37,-10001,12,0,2,2,1,9,0
76,24000,52,1,2,2,1,17,1
116,600,37,1,1,2,2,16,1
127,-10001,9,0,2,2,2,7,0
40,27000,60,1,3,2,1,18,1
1,17000,19,1,4,1,1,16,1
150,20000,26,1,3,1,1,15,1
178,-10001,0,0,3,2,1,0,0
133,40000,25,1,3,2,1,18,0
12,15000,66,6,2,2,1,16,1
13,6000,67,3,4,1,1,16,0
236,5000,26,2,1,2,9,21,1
117,73000,28,1,3,1,1,18,1
92,22000,57,1,1,2,1,16,0
98,130000,63,1,4,1,1,18,1
70,20000,22,1,4,1,1,19,1
34,0,71,0,3,1,1,19,0
82,0,88,0,2,2,1,22,0
65,0,89,0,3,1,1,24,0
22,0,78,0,4,1,9,19,0
22,0,75,0,2,2,1,14,0
69,65000,31,4,2,2,1,21,1
78,160000,38,1,1,1,1,18,1
105,-10001,1,0,4,1,1,0,0
42,3300,45,2,2,2,1,20,0
196,130000,59,1,3,1,1,17,1
230,20000,58,1,2,2,1,16,0
21,0,77,0,1,2,1,18,0
94,20000,56,2,4,2,1,19,11
102,0,60,0,3,1,1,15,0
46,0,55,0,3,2,1,16,0
46,75000,57,1,4,1,1,18,1
63,70,17,1,1,2,1,14,0
235,0,77,0,1,1,1,21,0
91,0,53,0,2,2,1,18,0
153,-10001,14,0,1,2,1,11,0
216,46000,46,1,1,1,1,14,1
218,40000,45,1,3,2,1,19,1
268,-10001,15,0,4,2,1,12,0
77,125000,66,2,3,1,1,21,1
60,0,67,0,1,2,1,22,0
14,0,84,0,3,2,1,16,0
9,0,60,0,3,2,1,16,0
22,0,63,1,4,2,1,20,0
37,0,61,1,3,1,1,16,0
68,68000,32,2,2,1,1,21,1
74,40000,29,1,4,2,1,21,1
66,-10001,1,0,4,1,1,0,0
127,100000,45,2,3,1,1,21,1
100,40000,49,3,1,2,9,16,1
107,0,16,0,4,2,1,13,0
165,-10001,14,0,1,1,1,10,0
164,-10001,12,0,1,1,1,9,0
146,-10001,10,0,1,2,1,6,0
59,128000,56,5,3,1,1,21,1
52,15000,60,6,4,2,1,13,1
145,50000,68,1,2,2,2,21,1
169,75000,46,1,1,1,2,21,1
258,25000,35,1,2,2,2,16,7
311,-10001,4,0,2,2,2,1,0
311,-10001,2,0,1,2,2,0,0
125,0,70,0,3,2,1,18,0
138,0,72,0,2,1,1,17,0
76,150000,61,6,3,1,1,21,1
67,30000,61,1,1,2,1,19,1
61,0,41,9,4,2,1,19,0
340,25000,40,1,1,1,1,19,1
268,0,36,0,4,2,1,20,0
278,-10001,15,0,4,2,1,13,0
401,-10001,13,0,4,1,1,10,0
102,130000,43,7,3,2,1,21,1
91,50000,43,1,1,1,1,19,1
98,-10001,14,0,1,2,1,11,0
72,-10001,6,0,4,1,1,3,0
250,35000,50,1,3,2,2,19,1
26,0,65,0,1,2,1,22,0
53,35400,41,1,3,1,8,9,1
38,0,39,1,3,2,8,19,0
51,-10001,12,0,4,1,8,9,0
51,-10001,9,0,1,1,8,6,0
27,-10001,0,0,2,1,8,0,0
17,0,72,0,3,1,1,21,0
21,0,73,0,2,2,1,21,0
1,50000,46,1,4,1,9,21,1
43,0,61,0,2,2,1,20,0
105,70000,57,1,2,1,8,1,1
113,30000,58,1,3,2,8,13,1
72,2000,34,1,4,1,8,1,0
60,56000,29,1,4,1,8,15,1
60,65000,25,1,2,1,8,13,1
152,0,75,1,2,2,8,1,0
52,-10001,12,0,1,1,8,9,0
70,0,72,0,4,2,1,16,0
99,0,73,0,1,2,1,16,0
105,60000,44,4,1,1,1,20,1
38,0,65,4,4,2,1,21,0
38,0,65,0,2,1,1,21,0
132,18000,49,6,3,1,9,15,1
137,0,41,0,4,2,9,15,0
210,0,22,1,2,2,1,21,0
131,0,17,0,3,1,9,16,0
114,-10001,11,0,3,1,9,9,0
113,-10001,10,0,2,1,9,7,0
130,-10001,3,0,1,2,9,1,0
63,13000,45,3,2,2,6,18,1
47,750,57,1,1,1,6,17,1
31,0,18,1,3,1,6,18,0
61,0,16,0,1,1,6,14,0
65,-10001,10,0,1,1,6,7,0
88,0,76,0,3,2,1,20,0
120,40000,27,1,3,1,1,16,1
75,0,56,0,4,2,1,15,0
25,0,76,0,2,1,1,16,0
31,0,75,0,4,2,1,17,0
79,0,61,0,4,2,3,7,0
72,60000,64,1,3,1,3,16,1
71,70000,34,1,4,1,3,16,1
61,36000,23,1,3,1,9,18,0
75,36000,19,1,4,1,3,16,1
119,489000,43,1,4,1,6,22,11
121,0,40,4,1,2,6,21,0
74,-10001,13,0,3,2,6,11,0
75,-10001,11,0,2,2,6,9,0
22,0,75,0,2,1,1,22,0
21,0,77,0,2,2,1,21,0
41,0,82,1,4,2,2,21,0
36,0,87,0,4,1,2,16,0
63,52000,69,1,4,2,1,22,1
65,0,68,0,1,1,1,16,0
62,0,66,0,3,2,1,16,0
84,70000,75,1,1,1,2,16,0
48,0,59,1,3,1,1,13,0
28,29000,55,1,1,2,1,16,1
68,29800,28,1,4,2,1,20,1
63,21900,35,1,4,1,9,16,1
58,37100,31,1,3,1,1,14,1
60,0,57,1,4,2,1,20,0
67,30000,59,3,1,1,1,22,0
61,0,53,0,1,2,1,20,0
76,26000,65,1,3,2,1,16,1
108,120000,23,1,1,1,1,16,1
97,0,80,0,1,2,1,18,0
137,0,26,0,3,2,2,16,0
88,65000,30,2,3,1,1,23,1
59,75000,30,2,4,2,1,23,1
72,125000,41,2,4,2,6,22,11
102,-10001,7,0,1,1,6,6,0
149,0,77,0,1,1,1,22,0
142,20000,51,1,2,2,1,20,1
40,23200,20,1,2,2,1,18,1
38,5000,22,1,3,1,1,16,1
38,-10001,1,0,2,1,1,0,0
152,30000,49,1,1,1,1,21,1
179,35000,39,1,1,2,1,16,1
184,-10001,15,0,4,1,1,11,0
164,-10001,2,0,3,1,1,0,0
91,100000,60,1,3,2,1,21,11
118,40000,29,1,1,1,1,18,1
195,34000,53,1,4,2,2,19,1
132,9300,19,1,1,1,2,16,1
12,30000,64,2,2,2,1,16,0
15,0,70,0,3,1,1,19,0
71,7800,68,1,1,1,1,1,0
88,0,74,0,4,2,1,19,0
23,0,75,0,4,1,1,16,0
26,0,79,0,3,2,1,17,0
116,40000,26,2,1,2,1,22,1
110,30000,27,1,3,1,2,19,10
55,0,85,0,1,2,1,18,0
74,25000,61,1,1,2,1,16,1
266,70000,47,1,3,1,1,19,1
221,75000,44,1,3,2,1,21,1
132,-10001,15,0,1,2,1,12,0
117,0,65,0,4,2,1,20,0
124,0,68,0,1,1,1,22,0
208,0,66,0,1,1,1,21,0
213,0,63,0,3,2,1,22,0
327,0,23,0,3,2,1,14,0
305,0,71,0,3,2,1,16,0
104,0,64,0,1,1,1,18,0
91,0,83,0,3,1,2,22,0
21,0,73,1,4,2,1,19,0
104,19000,63,1,4,2,1,20,1
127,90000,62,1,1,1,1,16,1
50,50000,58,1,1,1,1,16,1
103,25000,58,1,3,2,9,16,10
54,0,74,0,1,2,1,19,0
54,0,67,0,3,1,1,19,0
51,-10001,13,0,2,1,1,11,0
69,0,55,2,1,1,6,21,0
65,185000,46,2,2,2,1,22,1
194,7500,18,1,3,2,6,16,1
78,0,16,0,3,2,6,13,0
87,0,95,0,4,2,6,21,0
26,0,88,0,2,1,1,16,0
26,0,85,0,1,2,1,10,0
77,84000,24,1,4,2,1,20,1
134,78000,26,1,1,1,1,19,1
37,8000,29,1,3,1,9,16,1
44,0,78,0,3,1,1,21,0
56,0,82,0,4,2,9,24,0
91,20000,44,1,4,2,1,19,0
113,54000,48,4,3,1,1,18,1
94,114000,63,1,2,2,1,21,1
147,0,75,0,2,1,1,19,0
116,160000,74,1,2,1,1,21,1
102,18500,72,1,3,2,1,16,1
47,72000,43,2,1,1,1,20,1
62,0,17,1,1,1,1,14,0
47,-10001,14,0,2,1,1,12,0
23,121000,34,1,4,2,1,21,1
27,25000,33,1,2,1,1,21,0
37,-10001,8,0,2,2,1,5,0
35,-10001,8,0,2,2,1,5,0
36,-10001,4,0,4,1,1,1,0
28,0,80,0,1,2,1,22,0
27,0,80,0,1,1,1,22,0
69,0,70,0,1,1,1,16,0
65,0,68,0,3,2,1,16,0
90,94000,57,7,3,1,1,19,1
105,73000,54,3,3,2,1,22,1
99,17500,26,1,2,2,1,21,1
256,0,95,0,2,1,1,21,0
42,64000,54,4,2,2,1,21,1
88,0,75,0,4,2,1,18,0
69,0,78,0,1,1,1,20,0
24,35000,73,6,3,1,1,16,1
18,0,73,0,4,2,1,16,0
31,3600,38,6,2,1,1,19,1
35,5000,40,1,3,2,1,16,1
22,-10001,11,0,3,2,1,8,0
20,-10001,11,0,3,2,1,8,0
759,7000,41,1,3,2,1,18,1
41,0,64,1,3,2,1,20,0
54,0,63,0,4,1,1,16,0
308,58000,30,1,2,2,1,21,12
26,50000,61,1,4,1,1,16,1
129,0,72,0,2,2,1,20,0
134,489000,73,7,3,1,1,17,1
72,0,64,0,3,2,1,19,0
14,0,74,6,4,1,1,21,0
18,0,73,0,4,2,1,19,0
19,150000,40,7,3,1,1,16,12
20,0,40,0,1,2,1,16,0
23,-10001,14,0,3,1,1,11,0
21,-10001,13,0,3,2,1,9,0
22,-10001,12,0,3,1,1,11,0
21,-10001,9,0,1,2,1,9,0
23,-10001,9,0,1,1,1,4,0
24,-10001,7,0,2,2,1,3,0
22,-10001,6,0,2,1,1,4,0
19,-10001,3,0,1,2,1,1,0
24,-10001,2,0,2,1,1,0,0
20,-10001,1,0,2,2,1,0,0
98,46500,35,1,3,2,1,20,1
79,64000,41,1,3,1,1,22,11
82,-10001,10,0,1,1,1,6,0
73,-10001,6,0,2,2,1,3,0
62,1200,64,3,3,2,1,20,10
50,0,49,1,2,1,1,16,0
25,47800,43,4,3,1,1,21,1
20,60000,45,4,4,2,1,21,1
17,-10001,15,0,1,1,1,12,0
17,-10001,15,0,2,1,1,12,0
21,-10001,10,0,4,1,1,7,0
92,64000,46,1,1,2,1,20,1
24,0,48,0,1,1,9,19,0
77,22000,25,1,4,1,9,18,1
77,-10001,15,0,2,2,9,12,0
77,-10001,13,0,2,1,9,9,0
45,0,80,0,2,2,1,16,0
89,489000,49,1,3,1,1,21,0
26,65000,59,1,4,1,1,16,1
23,20000,59,1,3,2,1,16,1
112,72000,50,4,3,1,1,21,1
78,82000,53,4,4,2,1,24,1
89,-10001,12,0,1,1,1,8,0
67,-10001,9,0,2,2,1,5,0
94,90000,41,1,3,2,1,21,11
67,600,16,1,1,2,1,14,0
83,105000,57,6,3,1,1,16,1
85,3500,64,1,4,2,1,13,0
257,15600,30,1,1,2,2,1,1
564,0,40,0,1,1,2,1,0
474,-10001,6,0,2,1,2,3,0
536,-10001,1,0,4,1,2,0,0
102,0,75,1,3,2,2,19,0
132,60000,72,1,3,1,2,20,1
12,0,56,0,4,1,1,16,0
155,0,72,1,3,1,1,16,0
77,0,71,0,1,2,1,17,0
308,49600,25,1,4,1,9,20,1
267,-10001,2,0,3,1,2,0,0
75,60000,63,1,2,2,1,17,1
213,40000,33,1,1,1,1,18,1
185,50000,30,1,2,2,1,20,1
147,-10001,12,0,4,1,1,9,0
145,-10001,7,0,3,2,1,3,0
145,-10001,5,0,4,2,1,2,0
72,110000,40,1,3,1,1,21,1
74,82000,40,2,3,2,1,21,11
61,-10001,3,0,1,2,1,1,0
32,0,77,0,4,1,1,18,0
33,0,74,0,4,2,1,16,0
24,0,62,6,1,2,1,16,0
26,440000,64,7,3,1,1,16,1
10,75000,50,1,1,1,1,21,1
8,50000,49,3,2,2,1,21,1
12,2000,16,1,2,2,1,14,0
42,34000,42,1,4,2,1,21,1
53,0,37,7,1,1,1,16,0
82,0,70,0,2,2,1,16,0
14,7000,72,1,1,1,1,10,0
36,0,33,0,1,2,1,16,0
46,48000,26,1,4,1,1,16,1
20,-10001,12,0,4,2,1,9,0
49,-10001,3,0,3,2,1,1,0
44,-10001,2,0,1,1,1,0,0
142,40000,41,1,2,1,1,19,1
119,60000,34,1,2,2,1,19,11
95,55000,38,1,2,1,1,19,1
90,-10001,0,0,4,2,1,0,0
54,0,71,4,4,2,1,24,0
49,0,78,0,4,1,9,22,0
167,91000,28,1,1,1,1,21,10
130,31900,25,1,3,2,1,21,1
102,72000,40,4,2,2,1,22,11
28,0,64,5,1,1,9,20,0
76,0,63,5,2,2,1,16,0
101,10500,36,1,1,2,1,15,1
68,-10001,15,0,2,1,1,16,0
114,-10001,10,0,2,1,1,7,0
909,150000,50,1,2,1,6,24,11
497,150000,46,1,1,2,6,22,1
460,0,16,0,3,1,6,14,0
402,-10001,13,0,3,1,6,11,0
39,0,66,0,3,1,1,1,0
50,0,61,0,4,2,1,16,0
72,0,84,0,1,1,1,12,0
101,0,82,0,4,2,1,1,0
89,100000,48,1,4,1,1,18,1
85,0,43,1,1,2,1,20,0
76,0,17,1,3,1,1,14,0
58,-10001,15,0,2,2,1,12,0
94,-10001,14,0,2,1,1,11,0
52,49000,43,1,2,2,1,21,1
31,0,66,0,3,2,1,21,0
30,0,67,0,1,1,1,21,0
45,0,70,2,1,2,1,16,0
53,0,68,6,4,1,1,16,0
356,18000,50,1,4,2,2,14,0
199,0,49,0,3,2,2,17,0
126,100000,41,1,4,1,6,21,1
118,60000,43,1,1,2,6,20,1
195,0,16,1,3,1,6,13,0
129,-10001,12,0,1,1,6,9,0
90,0,68,0,4,1,6,21,0
102,0,65,0,4,2,6,19,0
102,0,85,0,1,1,1,16,0
19,9100,77,2,2,2,1,18,1
31,24000,22,1,1,2,1,19,1
119,155000,34,5,4,1,1,21,11
138,60000,24,1,1,2,9,21,11
144,0,70,0,4,1,1,21,0
119,0,67,0,3,2,1,16,0
89,40000,50,1,2,2,1,18,1
145,0,59,1,4,1,2,1,0
37,0,71,0,4,1,1,19,0
76,80000,34,1,3,1,1,21,1
190,0,63,1,1,1,1,13,0
160,40000,50,1,2,1,1,18,8
114,2000,16,1,4,1,1,13,0
70,0,89,0,2,2,1,16,0
97,0,62,0,1,1,1,18,0
34,55000,54,1,2,2,1,18,1
25,0,84,0,3,2,1,16,0
65,36000,69,6,1,2,1,18,1
55,0,62,0,3,1,1,1,0
14,0,78,0,4,2,1,16,0
36,11000,38,1,4,2,1,22,1
29,98000,40,1,4,1,1,21,1
33,-10001,9,0,2,1,1,7,0
31,-10001,5,0,2,2,1,2,0
155,120000,52,3,2,2,1,22,11
148,25000,54,1,3,1,1,18,1
203,80000,23,2,4,2,1,21,1
189,21000,21,1,1,1,1,19,1
53,125000,35,1,4,1,1,19,1
106,85000,28,2,4,1,1,21,11
232,41500,28,1,4,2,9,21,1
